Scan,DL Bat. V,DC Volts(EB),DC Amps(EB),DC Watts(EB),DC Wh (EB),DC Volts(ET),DC Amps(ET),DC Watts(ET),DC Wh(ET),DC Volts(PT),DC Amps(PT),DC Watts(PT),DC Wh(PT)
Feb 29 2016  3:45PM,11.872,160.421,2.596,416.464,2449.298,160.148,2.542,407.081,2412.094,159.01,2.287,363.728,1413.256
Feb 29 2016  3:46PM,11.864,160.538,2.43,390.025,2449.304,160.017,2.369,379.128,2412.101,158.898,2.434,386.744,1413.262
Feb 29 2016  3:47PM,11.864,163.573,2.311,377.998,2449.311,160.137,2.286,366.07,2412.106,159.017,2.257,358.944,1413.269
Feb 29 2016  3:48PM,11.87,165.159,2.465,407.159,2449.317,159.508,2.513,400.879,2412.113,160.281,2.434,390.088,1413.275
Feb 29 2016  3:49PM,11.864,164.464,1.961,322.565,2449.323,160.073,1.967,314.797,2412.118,163.909,3.272,536.369,1413.283
Feb 29 2016  3:50PM,11.872,164.177,1.847,303.288,2449.328,159.956,1.829,292.542,2412.124,159.923,3.732,596.864,1413.292
Feb 29 2016  3:51PM,11.862,165.2,1.94,320.435,2449.333,160.053,1.952,312.493,2412.129,158.624,3.365,533.737,1413.302
Feb 29 2016  3:52PM,11.87,167.993,2.17,364.538,2449.339,160.093,2.186,349.97,2412.135,161.514,2.848,459.992,1413.31
Feb 29 2016  3:53PM,11.864,166.215,3.357,557.962,2449.346,160.344,3.391,543.726,2412.141,158.964,3.078,489.326,1413.318
Feb 29 2016  3:54PM,11.864,167.85,3.049,511.832,2449.355,164.081,2.961,485.789,2412.15,158.631,3.701,587.079,1413.327
Feb 29 2016  3:55PM,11.873,167.313,2.505,419.081,2449.362,163.268,2.491,406.67,2412.157,158.562,3.422,542.635,1413.337
Feb 29 2016  3:56PM,11.862,167.999,2.783,467.454,2449.371,164.641,2.757,453.847,2412.166,158.603,3.518,557.92,1413.346
Feb 29 2016  3:57PM,11.87,167.517,3.043,509.769,2449.379,164.875,2.991,493.164,2412.173,158.323,3.327,526.798,1413.354
Feb 29 2016  3:58PM,11.868,169.382,2.918,494.295,2449.387,164.637,2.977,490.163,2412.181,158.38,3.53,559.157,1413.363
Feb 29 2016  3:59PM,11.865,167.393,2.967,496.716,2449.396,164.273,2.922,480.083,2412.189,158.404,3.409,539.966,1413.372
Feb 29 2016  4:00PM,11.86,169.27,4.578,774.961,2449.406,164.599,4.559,750.437,2412.2,158.401,3.517,557.039,1413.382
Feb 29 2016  4:01PM,11.872,168.593,4.83,814.235,2449.419,164.922,4.752,783.646,2412.212,158.211,3.13,495.253,1413.391
Feb 29 2016  4:02PM,11.862,168.495,4.69,790.251,2449.433,164.171,4.594,754.119,2412.225,157.903,2.216,349.837,1413.396
Feb 29 2016  4:03PM,11.866,167.161,4.066,679.65,2449.446,163.904,4.123,675.781,2412.236,159.431,2.157,343.952,1413.403
Feb 29 2016  4:04PM,11.865,166.704,3.607,601.331,2449.456,160.209,3.578,573.145,2412.247,159.34,2.32,369.659,1413.408
Feb 29 2016  4:05PM,11.864,164.047,3.129,513.264,2449.466,160.112,3.129,500.949,2412.256,159.56,2.257,360.084,1413.415
Feb 29 2016  4:06PM,11.867,166.346,3.024,503.101,2449.474,160.091,2.969,475.346,2412.264,159.81,2.708,432.73,1413.421
Feb 29 2016  4:07PM,11.865,165.393,2.661,440.081,2449.482,160.077,2.589,414.429,2412.271,159.563,3.204,511.161,1413.429
Feb 29 2016  4:08PM,11.87,165.332,2.423,400.673,2449.489,160.071,2.441,390.665,2412.279,154.621,2.578,398.662,1413.436
Feb 29 2016  4:09PM,11.865,166.783,2.758,459.924,2449.495,160.249,2.814,450.875,2412.284,159.965,2.79,446.366,1413.442
Feb 29 2016  4:10PM,11.865,166.237,2.542,422.502,2449.503,160.047,2.583,413.389,2412.292,159.313,2.964,472.129,1413.45
Feb 29 2016  4:11PM,11.87,166.485,2.562,426.473,2449.51,160.048,2.568,410.929,2412.299,161.665,3.195,516.476,1413.458
Feb 29 2016  4:12PM,11.865,165.219,2.229,368.316,2449.517,160.018,2.218,354.939,2412.305,159.36,3.177,506.354,1413.466
Feb 29 2016  4:13PM,11.86,167.165,2.634,440.368,2449.523,160.107,2.659,425.768,2412.312,159.401,3.204,510.784,1413.474
Feb 29 2016  4:14PM,11.87,164.95,2.549,420.539,2449.532,162.815,2.547,414.753,2412.32,159.73,3.114,497.414,1413.483
Feb 29 2016  4:15PM,11.872,166.679,2.347,391.148,2449.538,159.951,2.305,368.699,2412.326,159.374,2.879,458.803,1413.491
Feb 29 2016  4:16PM,11.871,166.478,2.605,433.718,2449.545,160.731,2.635,423.557,2412.333,159.515,2.492,397.476,1413.498
Feb 29 2016  4:17PM,11.868,165.701,2.3,381.129,2449.552,160.098,2.289,366.402,2412.34,161.175,2.586,416.829,1413.505
Feb 29 2016  4:18PM,11.868,166.442,2.498,415.74,2449.559,161.278,2.534,408.659,2412.346,161.995,2.757,446.667,1413.512
Feb 29 2016  4:19PM,11.872,168.153,3.369,566.59,2449.566,164.346,3.299,542.109,2412.354,161.926,2.616,423.558,1413.52
Feb 29 2016  4:20PM,11.863,166.045,3.877,643.724,2449.577,164.942,3.779,623.382,2412.364,159.755,2.57,410.64,1413.527
Feb 29 2016  4:21PM,11.874,167.246,3.533,590.916,2449.587,164.083,3.465,568.6,2412.373,159.677,2.188,349.347,1413.533
Feb 29 2016  4:22PM,11.875,167.929,2.993,502.552,2449.596,159.677,2.913,465.119,2412.381,159.453,1.667,265.781,1413.538
Feb 29 2016  4:23PM,11.87,167.647,3.246,544.198,2449.604,163.962,3.171,519.9,2412.39,159.49,1.546,246.644,1413.542
Feb 29 2016  4:24PM,11.869,167.241,3.723,622.607,2449.615,163.326,3.676,600.436,2412.399,159.381,1.313,209.333,1413.546
Feb 29 2016  4:25PM,11.865,166.868,3.387,565.224,2449.625,163.165,3.358,547.821,2412.409,158.957,1.165,185.12,1413.55
Feb 29 2016  4:26PM,11.861,166.495,3.531,587.877,2449.634,159.077,3.604,573.337,2412.418,159.222,1.175,187.141,1413.552
Feb 29 2016  4:27PM,11.87,164.603,3.417,562.444,2449.643,159.329,3.391,540.308,2412.427,159.236,1.392,221.683,1413.556
Feb 29 2016  4:28PM,11.868,164.448,3.552,584.166,2449.652,158.99,3.525,560.367,2412.436,159.151,1.467,233.473,1413.56
Feb 29 2016  4:29PM,11.874,165.078,3.506,578.724,2449.663,159.247,3.483,554.604,2412.446,160.406,1.844,295.786,1413.564
Feb 29 2016  4:30PM,11.865,164.461,3.586,589.7,2449.672,159.246,3.584,570.74,2412.455,163.687,1.871,306.258,1413.569
Feb 29 2016  4:31PM,11.871,164.324,2.829,464.868,2449.682,159.598,2.73,435.744,2412.464,163.661,1.616,264.536,1413.574
Feb 29 2016  4:32PM,11.866,160.138,2.288,366.434,2449.688,158.794,2.231,354.318,2412.47,159.293,1.516,241.471,1413.578
Feb 29 2016  4:33PM,11.871,160.186,2.25,360.44,2449.695,159.173,2.196,349.61,2412.476,158.023,1.358,214.55,1413.582
Feb 29 2016  4:34PM,11.87,164.335,2.309,379.5,2449.701,159.255,2.266,360.85,2412.482,159.245,1.123,178.857,1413.585
Feb 29 2016  4:35PM,11.866,164.981,2.302,379.841,2449.707,159.113,2.31,367.581,2412.489,158.782,1.057,167.81,1413.588
Feb 29 2016  4:36PM,11.861,164.521,2.801,460.853,2449.714,159.335,2.805,446.903,2412.495,156.007,1.011,157.73,1413.591
Feb 29 2016  4:37PM,11.861,168.36,3.228,543.515,2449.722,163.827,3.189,522.394,2412.503,158.221,0.952,150.713,1413.593
Feb 29 2016  4:38PM,11.865,167.794,2.666,447.27,2449.73,158.579,2.723,431.788,2412.511,158.199,0.961,152.026,1413.596
Feb 29 2016  4:39PM,11.871,167.373,2.559,428.22,2449.736,162.671,2.666,433.658,2412.517,158.311,0.939,148.667,1413.598
Feb 29 2016  4:40PM,11.865,168.09,2.99,502.656,2449.745,163.945,2.972,487.215,2412.524,158.098,0.92,145.503,1413.601
Feb 29 2016  4:41PM,11.869,169.154,3.173,536.682,2449.753,165.379,3.126,517.059,2412.532,157.854,0.908,143.249,1413.603
Feb 29 2016  4:42PM,11.868,169.497,3.231,547.687,2449.761,164.54,3.166,521.006,2412.541,157.864,0.941,148.483,1413.605
Feb 29 2016  4:43PM,11.861,169.057,3.264,551.89,2449.771,162.969,3.23,526.405,2412.55,162.518,1.094,177.75,1413.608
Feb 29 2016  4:44PM,11.867,168.566,3.19,537.639,2449.78,165.637,3.13,518.469,2412.558,163.112,1.519,247.757,1413.612
Feb 29 2016  4:45PM,11.868,165.503,2.944,487.285,2449.789,163.625,2.886,472.241,2412.567,165.341,1.56,257.867,1413.616
Feb 29 2016  4:46PM,11.866,166.894,2.484,414.524,2449.796,160.038,2.487,398.01,2412.574,164.201,1.396,229.294,1413.62
Feb 29 2016  4:47PM,11.867,165.802,2.79,462.524,2449.803,163.51,2.709,442.998,2412.582,162.651,1.144,186.004,1413.623
Feb 29 2016  4:48PM,11.87,168.398,2.837,477.706,2449.811,163.769,2.805,459.417,2412.589,160.429,1.125,180.52,1413.626
Feb 29 2016  4:49PM,11.865,168.495,2.616,440.859,2449.819,163.777,2.588,423.88,2412.596,161.531,1.004,162.178,1413.629
Feb 29 2016  4:50PM,11.868,167.84,2.603,436.826,2449.826,163.442,2.585,422.501,2412.603,157.948,0.948,149.78,1413.632
Feb 29 2016  4:51PM,11.863,166.337,2.15,357.631,2449.834,160.097,2.256,361.13,2412.61,157.29,0.914,143.734,1413.634
Feb 29 2016  4:52PM,11.868,164.281,1.701,279.376,2449.839,159.018,1.707,271.485,2412.615,157.242,0.926,145.539,1413.636
Feb 29 2016  4:53PM,11.868,166.225,1.573,261.405,2449.844,158.818,1.578,250.55,2412.619,160.183,1.022,163.691,1413.639
Feb 29 2016  4:54PM,11.866,161.195,1.354,218.233,2449.847,161.271,1.336,215.474,2412.623,163.408,1.135,185.387,1413.642
Feb 29 2016  4:55PM,11.859,160.586,1.204,193.265,2449.851,158.696,1.186,188.236,2412.626,163.418,1.212,198.027,1413.645
Feb 29 2016  4:56PM,11.858,163.814,1.223,200.294,2449.854,158.967,1.2,190.786,2412.63,159.096,1.229,195.517,1413.649
Feb 29 2016  4:57PM,11.86,166.823,1.342,223.823,2449.857,162.758,1.355,220.553,2412.633,162.09,1.186,192.154,1413.652
Feb 29 2016  4:58PM,11.869,166.176,1.497,248.77,2449.862,162.072,1.465,237.495,2412.637,165.383,1.188,196.51,1413.655
Feb 29 2016  4:59PM,11.86,167.962,1.825,306.525,2449.866,165.351,1.778,293.95,2412.642,159.179,1.12,178.223,1413.658
Feb 29 2016  5:00PM,11.858,168.161,1.926,323.925,2449.872,165.405,1.877,310.458,2412.647,159.411,1.057,168.539,1413.661
Feb 29 2016  5:01PM,11.863,164.973,1.656,273.119,2449.877,159.882,1.636,261.551,2412.652,159.311,0.993,158.149,1413.663
Feb 29 2016  5:02PM,11.863,167.339,1.46,244.321,2449.882,163.894,1.538,252.134,2412.656,159.33,0.972,154.818,1413.666
Feb 29 2016  5:03PM,11.863,164.265,1.348,221.45,2449.885,162.02,1.316,213.294,2412.66,163.029,1.177,191.928,1413.669
Feb 29 2016  5:04PM,11.866,161.083,1.173,188.904,2449.888,158.456,1.156,183.166,2412.663,162.686,1.192,193.864,1413.672
Feb 29 2016  5:05PM,11.858,162.033,1.088,176.296,2449.892,158.269,1.062,168.109,2412.666,162.251,1.315,213.325,1413.676
Feb 29 2016  5:06PM,11.861,163.458,1.048,171.323,2449.895,158.216,1.021,161.621,2412.668,164.239,1.449,237.966,1413.679
Feb 29 2016  5:07PM,11.863,163.396,0.989,161.55,2449.897,158.152,0.961,151.93,2412.671,165.66,1.428,236.599,1413.683
Feb 29 2016  5:08PM,11.857,160.918,0.997,160.494,2449.9,158.279,0.969,153.293,2412.674,159.581,1.397,222.913,1413.687
Feb 29 2016  5:09PM,11.861,162.689,0.975,158.631,2449.903,157.349,0.946,148.831,2412.676,162.282,1.264,205.087,1413.69
Feb 29 2016  5:10PM,11.865,163.282,0.955,155.887,2449.905,158.086,0.931,147.226,2412.678,162.786,1.104,179.665,1413.694
Feb 29 2016  5:11PM,11.863,160.548,0.941,151.008,2449.908,157.988,0.912,144.138,2412.68,162.867,1.13,184.111,1413.696
Feb 29 2016  5:12PM,11.859,158.888,0.967,153.639,2449.91,158.005,0.949,149.88,2412.683,195.743,0,0,1413.698
Feb 29 2016  5:13PM,11.869,166.523,1.111,184.961,2449.913,160.386,1.054,169.125,2412.686,195.837,0,0,1413.698
Feb 29 2016  5:14PM,11.869,166.204,1.556,258.672,2449.917,166.919,1.523,254.259,2412.689,195.3,0,0,1413.698
Feb 29 2016  5:15PM,11.868,170.221,1.645,280.041,2449.921,163.335,1.556,254.133,2412.694,195.338,0,0,1413.698
Feb 29 2016  5:16PM,11.871,168.639,1.401,236.349,2449.926,164.677,1.37,225.583,2412.698,194.184,0,0,1413.698
Feb 29 2016  5:17PM,11.865,165.252,1.191,196.825,2449.929,159.584,1.168,186.436,2412.701,193.171,0,0,1413.698
Feb 29 2016  5:18PM,11.865,166.266,1.141,189.742,2449.933,158.577,1.123,178.121,2412.705,193.85,0,0,1413.698
Feb 29 2016  5:19PM,11.862,160.974,1.04,167.395,2449.935,158.449,1.019,161.501,2412.707,194.028,0,0,1413.698
Feb 29 2016  5:20PM,11.865,159.261,0.975,155.357,2449.938,158.253,0.96,151.913,2412.71,194.012,0,0,1413.698
Feb 29 2016  5:21PM,11.869,162.293,0.941,152.743,2449.941,159.709,0.913,145.766,2412.712,193.106,0,0,1413.698
Feb 29 2016  5:22PM,11.858,163.414,0.948,154.962,2449.943,159.588,0.924,147.465,2412.715,191.596,0,0,1413.698
Feb 29 2016  5:23PM,11.859,166.674,1.061,176.86,2449.946,159.603,1.047,167.123,2412.718,189.788,0,0,1413.698
Feb 29 2016  5:24PM,11.858,167.008,1.171,195.656,2449.949,159.942,1.161,185.615,2412.72,188.698,0,0,1413.698
Feb 29 2016  5:25PM,11.858,164.688,1.26,207.563,2449.953,160.514,1.234,198.108,2412.723,189.222,0,0,1413.698
Feb 29 2016  5:26PM,11.866,165.417,1.264,209.114,2449.956,163.469,1.238,202.421,2412.727,188.627,0,0,1413.698
Feb 29 2016  5:27PM,11.868,165.317,1.231,203.45,2449.959,160.111,1.213,194.22,2412.73,188.943,0,0,1413.698
Feb 29 2016  5:28PM,11.858,166.816,1.237,206.316,2449.963,159.736,1.223,195.298,2412.733,189.393,0,0,1413.698
Feb 29 2016  5:29PM,11.866,165.949,1.14,189.129,2449.966,159.863,1.128,180.398,2412.737,189.026,0,0,1413.698
Feb 29 2016  5:30PM,11.868,164.839,1.084,178.639,2449.969,159.85,1.067,170.572,2412.74,188.708,0,0,1413.698
Feb 29 2016  5:31PM,11.859,163.195,1.013,165.295,2449.972,159.634,0.995,158.813,2412.742,187.768,0,0,1413.698
Feb 29 2016  5:32PM,11.874,163.665,0.997,163.175,2449.975,159.672,0.975,155.606,2412.745,186.635,0,0,1413.698
Feb 29 2016  5:33PM,11.868,161.485,1.178,190.203,2449.978,166.029,1.149,190.701,2412.748,185.663,0,0,1413.698
Feb 29 2016  5:34PM,11.871,165.84,1.234,204.689,2449.981,164.63,1.215,199.998,2412.751,184.793,0,0,1413.698
Feb 29 2016  5:35PM,11.867,167.041,1.332,222.577,2449.985,164.854,1.295,213.505,2412.754,184.053,0,0,1413.698
Feb 29 2016  5:36PM,11.867,167.796,1.451,243.547,2449.988,164.04,1.427,234.07,2412.758,183.602,0,0,1413.698
Feb 29 2016  5:37PM,11.861,168.057,1.468,246.689,2449.992,161.334,1.442,232.632,2412.762,183.123,0,0,1413.698
Feb 29 2016  5:38PM,11.869,170.118,1.422,241.883,2449.997,164.407,1.439,236.583,2412.765,182.826,0,0,1413.698
Feb 29 2016  5:39PM,11.857,166.773,1.28,213.404,2450.001,160.821,1.267,203.694,2412.769,182.274,0,0,1413.698
Feb 29 2016  5:40PM,11.862,163.382,1.132,185.014,2450.004,159.443,1.125,179.424,2412.772,181.96,0,0,1413.698
Feb 29 2016  5:41PM,11.861,167.026,1.171,195.657,2450.007,164.331,1.158,190.314,2412.775,181.652,0,0,1413.698
Feb 29 2016  5:42PM,11.865,198.414,0.056,11.07,2450.008,195.489,0,0,2412.777,181.4,0,0,1413.698
Feb 29 2016  5:43PM,11.856,198.448,0.056,11.154,2450.008,195.566,0,0,2412.777,181.929,0,0,1413.698
Feb 29 2016  5:44PM,11.868,198.188,0.056,11.177,2450.009,195.385,0,0,2412.777,181.996,0,0,1413.698
Feb 29 2016  5:45PM,11.857,198.061,0.056,11.178,2450.009,195.315,0,0,2412.777,182.093,0,0,1413.698
Feb 29 2016  5:46PM,11.859,196.985,0.056,11.138,2450.009,194.283,0,0,2412.777,182.152,0,0,1413.698
Feb 29 2016  5:47PM,11.861,195.865,0.057,11.087,2450.009,193.235,0,0,2412.777,182.281,0,0,1413.698
Feb 29 2016  5:48PM,11.862,196.419,0.057,11.108,2450.009,193.553,0,0,2412.777,181.973,0,0,1413.698
Feb 29 2016  5:49PM,11.858,196.798,0.056,11.123,2450.01,193.926,0,0,2412.777,180.742,0,0,1413.698
Feb 29 2016  5:50PM,11.862,196.774,0.056,11.12,2450.01,193.985,0,0,2412.777,179.36,0,0,1413.698
Feb 29 2016  5:51PM,11.866,195.982,0.057,11.115,2450.01,193.12,0,0,2412.777,178.157,0,0,1413.698
Feb 29 2016  5:52PM,11.866,194.101,0.057,11.048,2450.01,191.383,0,0,2412.777,177.287,0,0,1413.698
Feb 29 2016  5:53PM,11.856,192.407,0.057,10.982,2450.01,189.661,0,0,2412.777,176.363,0,0,1413.698
Feb 29 2016  5:54PM,11.863,190.905,0.057,10.866,2450.01,188.511,0,0,2412.777,175.671,0,0,1413.698
Feb 29 2016  5:55PM,11.867,191.541,0.057,10.93,2450.011,189.14,0,0,2412.777,174.844,0,0,1413.698
Feb 29 2016  5:56PM,11.866,190.791,0.058,10.964,2450.011,188.482,0,0,2412.777,174.081,0,0,1413.698
Feb 29 2016  5:57PM,11.862,191.348,0.057,10.98,2450.011,188.676,0,0,2412.777,173.315,0,0,1413.698
Feb 29 2016  5:58PM,11.866,191.79,0.057,10.942,2450.011,189.432,0,0,2412.777,172.909,0,0,1413.698
Feb 29 2016  5:59PM,11.866,191.498,0.057,10.953,2450.011,188.944,0,0,2412.777,172.172,0,0,1413.698
Feb 29 2016  6:00PM,11.862,190.987,0.057,10.943,2450.011,188.521,0,0,2412.777,171.385,0,0,1413.698
Feb 29 2016  6:01PM,11.858,190.094,0.057,10.84,2450.012,187.621,0,0,2412.777,170.489,0,0,1413.698
Feb 29 2016  6:02PM,11.86,188.731,0.057,10.812,2450.012,186.558,0,0,2412.777,169.29,0,0,1413.698
Feb 29 2016  6:03PM,11.856,187.524,0.058,10.8,2450.012,185.447,0,0,2412.777,168.254,0,0,1413.698
Feb 29 2016  6:04PM,11.864,186.545,0.058,10.78,2450.012,184.592,0,0,2412.777,167.169,0,0,1413.698
Feb 29 2016  6:05PM,11.867,185.595,0.058,10.724,2450.013,183.709,0,0,2412.777,165.882,0,0,1413.698
Feb 29 2016  6:06PM,11.864,185.17,0.058,10.688,2450.013,183.48,0,0,2412.777,164.559,0,0,1413.698
Feb 29 2016  6:07PM,11.859,184.552,0.058,10.703,2450.013,182.796,0,0,2412.777,162.751,0,0,1413.698
Feb 29 2016  6:08PM,11.854,184.168,0.058,10.652,2450.013,182.597,0,0,2412.777,160.474,0,0,1413.698
Feb 29 2016  6:09PM,11.864,183.552,0.058,10.607,2450.013,182.146,0,0,2412.777,156.531,0,0,1413.698
Feb 29 2016  6:10PM,11.862,183.107,0.058,10.611,2450.014,181.667,0,0,2412.777,150.924,0,0,1413.698
Feb 29 2016  6:11PM,11.868,182.577,0.058,10.655,2450.014,181.519,0,0,2412.777,138.453,0,0,1413.698
Feb 29 2016  6:12PM,11.859,182.464,0.058,10.602,2450.014,181.271,0,0,2412.777,111.198,0,0,1413.698
Feb 29 2016  6:13PM,11.865,182.568,0.058,10.572,2450.014,181.628,0,0,2412.777,109.549,0,0,1413.698
Feb 29 2016  6:14PM,11.863,182.606,0.058,10.583,2450.014,181.674,0,0,2412.777,41.587,0,0,1413.698
Feb 29 2016  6:15PM,11.862,182.886,0.058,10.562,2450.014,181.764,0,0,2412.777,104.059,0,0,1413.698
Feb 29 2016  6:16PM,11.865,183.359,0.058,10.618,2450.015,181.879,0,0,2412.777,106.879,0,0,1413.698
Feb 29 2016  6:17PM,11.857,183.495,0.058,10.631,2450.015,182.085,0,0,2412.777,101.619,0,0,1413.698
Feb 29 2016  6:18PM,11.863,182.765,0.058,10.573,2450.015,181.641,0,0,2412.777,52.722,0,0,1413.698
Feb 29 2016  6:19PM,11.857,181.59,0.058,10.563,2450.015,180.617,0,0,2412.777,83.88,0,0,1413.698
Feb 29 2016  6:20PM,11.864,179.761,0.057,10.281,2450.015,178.981,0,0,2412.777,40.975,0,0,1413.698
Feb 29 2016  6:21PM,11.859,178.624,0.055,9.758,2450.016,177.837,0,0,2412.777,70.732,0,0,1413.698
Feb 29 2016  6:22PM,11.862,177.576,0.052,9.197,2450.016,176.788,0,0,2412.777,88.222,0,0,1413.698
Feb 29 2016  6:23PM,11.856,176.624,0.05,8.87,2450.016,175.851,0,0,2412.777,96.016,0,0,1413.698
Feb 29 2016  6:24PM,11.863,175.622,0,0,2450.016,174.954,0,0,2412.777,89.691,0,0,1413.698
Feb 29 2016  6:25PM,11.853,174.689,0,0,2450.016,173.968,0,0,2412.777,97.33,0,0,1413.698
Feb 29 2016  6:26PM,11.856,173.714,0,0,2450.016,173.162,0,0,2412.777,92.252,0,0,1413.698
Feb 29 2016  6:27PM,11.864,173.053,0,0,2450.016,172.532,0,0,2412.777,85.323,0,0,1413.698
Feb 29 2016  6:28PM,11.863,172.459,0,0,2450.016,171.794,0,0,2412.777,76.966,0,0,1413.698
Feb 29 2016  6:29PM,11.86,171.697,0,0,2450.016,170.983,0,0,2412.777,69.394,0,0,1413.698
Feb 29 2016  6:30PM,11.864,170.811,0,0,2450.016,170.189,0,0,2412.777,61.421,0,0,1413.698
Feb 29 2016  6:31PM,11.859,169.694,0,0,2450.016,168.96,0,0,2412.777,52.719,0,0,1413.698
Feb 29 2016  6:32PM,11.867,168.54,0,0,2450.016,167.858,0,0,2412.777,44.939,0,0,1413.698
Feb 29 2016  6:33PM,11.857,167.253,0,0,2450.016,166.684,0,0,2412.777,38.108,0,0,1413.698
Feb 29 2016  6:34PM,11.864,165.74,0,0,2450.016,165.036,0,0,2412.777,30.738,0,0,1413.698
Feb 29 2016  6:35PM,11.862,164.408,0,0,2450.016,163.826,0,0,2412.777,25.118,0,0,1413.698
Feb 29 2016  6:36PM,11.862,162.741,0,0,2450.016,162.058,0,0,2412.777,19.728,0,0,1413.698
Feb 29 2016  6:37PM,11.864,160.824,0,0,2450.016,160.134,0,0,2412.777,15.919,0,0,1413.698
Feb 29 2016  6:38PM,11.861,157.583,0,0,2450.016,157.428,0,0,2412.777,12.254,0,0,1413.698
Feb 29 2016  6:39PM,11.855,153.274,0,0,2450.016,152.619,0,0,2412.777,9.577,0,0,1413.698
Feb 29 2016  6:40PM,11.862,144.869,0,0,2450.016,145.366,0,0,2412.777,7.089,0,0,1413.698
Feb 29 2016  6:41PM,11.856,130.965,0,0,2450.016,129.342,0,0,2412.777,5.459,0,0,1413.698
Feb 29 2016  6:42PM,11.852,117.029,0,0,2450.016,111.588,0,0,2412.777,4.089,0,0,1413.698
Feb 29 2016  6:43PM,11.854,68.035,0,0,2450.016,49.8,0,0,2412.777,2.979,0,0,1413.698
Feb 29 2016  6:44PM,11.856,107.724,0,0,2450.016,108.112,0,0,2412.777,2.192,0,0,1413.698
Feb 29 2016  6:45PM,11.863,43.004,0,0,2450.016,47.995,0,0,2412.777,1.597,0,0,1413.698
Feb 29 2016  6:46PM,11.855,64.225,0,0,2450.016,74.845,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  6:47PM,11.854,52.951,0,0,2450.016,64.993,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  6:48PM,11.861,102.772,0,0,2450.016,79.774,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  6:49PM,11.862,101.204,0,0,2450.016,85.515,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  6:50PM,11.863,81.504,0,0,2450.016,89.501,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  6:51PM,11.854,63.839,0,0,2450.016,67.457,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  6:52PM,11.864,96.799,0,0,2450.016,96.206,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  6:53PM,11.855,49.241,0,0,2450.016,53.499,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  6:54PM,11.863,94.088,0,0,2450.016,93.708,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  6:55PM,11.853,91.048,0,0,2450.016,92.626,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  6:56PM,11.855,85.015,0,0,2450.016,86.407,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  6:57PM,11.854,77.54,0,0,2450.016,78.793,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  6:58PM,11.861,70.728,0,0,2450.016,71.784,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  6:59PM,11.852,62.693,0,0,2450.016,64.624,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  7:00PM,11.862,55.194,0,0,2450.016,56.139,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  7:01PM,11.857,47.897,0,0,2450.016,49.088,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  7:02PM,11.861,40.486,0,0,2450.016,41.911,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  7:03PM,11.863,32.923,0,0,2450.016,34.682,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  7:04PM,11.861,26.647,0,0,2450.016,29.029,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  7:05PM,11.86,20.546,0,0,2450.016,23.236,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  7:06PM,11.863,16.212,0,0,2450.016,18.914,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  7:07PM,11.86,12.351,0,0,2450.016,14.757,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  7:08PM,11.851,9.665,0,0,2450.016,11.612,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  7:09PM,11.865,7.304,0,0,2450.016,8.668,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  7:10PM,11.859,5.596,0,0,2450.016,6.629,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  7:11PM,11.859,4.372,0,0,2450.016,5.014,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  7:12PM,11.86,3.251,0,0,2450.016,3.616,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  7:13PM,11.859,2.457,0,0,2450.016,2.711,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  7:14PM,11.853,1.821,0,0,2450.016,1.897,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  7:15PM,11.863,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  7:16PM,11.851,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  7:17PM,11.852,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  7:18PM,11.863,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  7:19PM,11.851,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
