Scan,DL Bat. V,DC Volts(EB),DC Amps(EB),DC Watts(EB),DC Wh(EB),DC Volts(ET),DC Amps(ET),DC Watts(ET),DC Wh(ET),DC Volts(PT),DC Amps(PT),DC Watts(PT),DC Wh(PT)
Feb  2 2016  9:36AM,11.857,171.445,4.677,801.855,2268.972,168.831,4.557,769.355,2252.635,168.054,4.438,745.74,1254.35
Feb  2 2016  9:37AM,11.855,171.47,4.744,813.516,2268.986,168.655,4.632,781.164,2252.648,168.446,4.493,756.896,1254.362
Feb  2 2016  9:38AM,11.851,171.258,4.847,830.052,2269.001,168.093,4.746,797.764,2252.663,165.152,4.676,772.204,1254.374
Feb  2 2016  9:39AM,11.854,169.469,4.827,817.992,2269.014,168.206,4.702,790.852,2252.675,165.226,4.651,768.406,1254.388
Feb  2 2016  9:40AM,11.854,170.619,4.711,803.856,2269.029,167.932,4.583,769.556,2252.689,167.483,4.456,746.224,1254.4
Feb  2 2016  9:41AM,11.855,170.393,4.744,808.268,2269.041,167.935,4.625,776.751,2252.701,165.587,4.562,755.415,1254.414
Feb  2 2016  9:42AM,11.858,170.505,4.905,836.361,2269.054,168.053,4.78,803.303,2252.714,165.347,4.701,777.333,1254.426
Feb  2 2016  9:43AM,11.846,170.8,4.916,839.558,2269.069,167.944,4.742,796.315,2252.728,165.333,4.688,775.044,1254.438
Feb  2 2016  9:44AM,11.85,170.275,4.801,817.421,2269.082,167.838,4.686,786.53,2252.74,165.311,4.616,763.054,1254.452
Feb  2 2016  9:45AM,11.846,170.372,4.904,835.541,2269.097,167.881,4.78,802.425,2252.755,165.328,4.684,774.47,1254.464
Feb  2 2016  9:46AM,11.859,170.538,4.815,821.093,2269.111,167.712,4.692,786.95,2252.768,165.277,4.602,760.677,1254.478
Feb  2 2016  9:47AM,11.858,170.271,4.834,823.045,2269.125,167.785,4.701,788.787,2252.78,165.317,4.616,763.181,1254.49
Feb  2 2016  9:48AM,11.853,170.408,4.925,839.276,2269.138,167.707,4.802,805.319,2252.794,165.344,4.696,776.538,1254.501
Feb  2 2016  9:49AM,11.853,170.487,4.963,846.095,2269.152,167.74,4.838,811.586,2252.807,165.346,4.747,784.837,1254.516
Feb  2 2016  9:50AM,11.847,170.399,4.972,847.17,2269.167,167.866,4.847,813.703,2252.82,165.327,4.759,786.715,1254.529
Feb  2 2016  9:51AM,11.858,170.557,5.012,854.923,2269.181,168.462,4.866,819.804,2252.835,164.249,4.837,794.542,1254.541
Feb  2 2016  9:52AM,11.852,172.071,5.037,866.763,2269.195,169.386,4.909,831.569,2252.848,163.734,4.92,805.532,1254.554
Feb  2 2016  9:53AM,11.855,171.441,5.029,862.16,2269.208,169.447,4.884,827.508,2252.861,163.499,4.906,802.206,1254.568
Feb  2 2016  9:54AM,11.853,170.123,5.21,886.359,2269.224,167.435,5.112,855.929,2252.876,163.594,4.987,815.876,1254.581
Feb  2 2016  9:55AM,11.859,169.645,5.372,911.272,2269.238,167.381,5.218,873.423,2252.889,163.524,5.178,846.765,1254.596
Feb  2 2016  9:56AM,11.855,169.381,5.272,893.052,2269.254,167.256,5.128,857.63,2252.905,163.488,5.083,831.075,1254.609
Feb  2 2016  9:57AM,11.852,169.222,5.171,875.049,2269.268,168.868,4.949,835.741,2252.918,163.501,4.968,812.344,1254.624
Feb  2 2016  9:58AM,11.851,170.277,5.034,857.122,2269.284,168.2,4.893,822.945,2252.931,163.493,4.875,796.999,1254.636
Feb  2 2016  9:59AM,11.86,170.312,5.054,860.821,2269.298,168.718,4.893,825.597,2252.946,163.485,4.889,799.215,1254.649
Feb  2 2016 10:00AM,11.85,171.533,5.081,871.561,2269.311,166.811,5.03,839.052,2252.96,163.625,4.963,812.024,1254.663
Feb  2 2016 10:01AM,11.851,167.268,5.367,897.795,2269.327,166.255,5.244,871.767,2252.975,163.517,5.079,830.445,1254.677
Feb  2 2016 10:02AM,11.861,168.526,5.315,895.669,2269.342,166.101,5.173,859.215,2252.989,160.013,5.199,831.97,1254.69
Feb  2 2016 10:03AM,11.852,168.637,5.203,877.363,2269.356,166.262,5.064,842.042,2253.002,159.974,5.091,814.512,1254.705
Feb  2 2016 10:04AM,11.855,168.719,5.322,897.942,2269.372,166.323,5.201,865.088,2253.018,159.991,5.178,828.362,1254.718
Feb  2 2016 10:05AM,11.859,168.533,5.309,894.682,2269.386,166.076,5.179,860.019,2253.031,160.014,5.199,831.84,1254.733
Feb  2 2016 10:06AM,11.849,168.783,5.36,904.631,2269.402,166.392,5.221,868.781,2253.046,159.993,5.239,838.139,1254.746
Feb  2 2016 10:07AM,11.861,169.415,5.33,902.89,2269.416,166.656,5.217,869.479,2253.06,159.971,5.232,836.921,1254.761
Feb  2 2016 10:08AM,11.859,169.476,5.341,905.153,2269.432,166.161,5.234,869.68,2253.074,163.487,5.136,839.681,1254.774
Feb  2 2016 10:09AM,11.86,169.16,5.342,903.609,2269.447,166.364,5.219,868.215,2253.09,163.468,5.131,838.845,1254.787
Feb  2 2016 10:10AM,11.855,170.007,5.304,901.65,2269.461,168.083,5.136,863.242,2253.103,163.475,5.115,836.115,1254.802
Feb  2 2016 10:11AM,11.855,169.358,5.485,928.909,2269.478,168.214,5.317,894.43,2253.119,159.93,5.367,858.363,1254.815
Feb  2 2016 10:12AM,11.854,170.063,5.539,942.032,2269.492,168.694,5.36,904.271,2253.133,163.451,5.34,872.81,1254.831
Feb  2 2016 10:13AM,11.852,169.842,5.544,941.548,2269.509,168.626,5.411,912.483,2253.149,163.496,5.347,874.177,1254.845
Feb  2 2016 10:14AM,11.853,169.104,5.629,951.902,2269.524,166.733,5.49,915.393,2253.164,163.47,5.393,881.559,1254.861
Feb  2 2016 10:15AM,11.86,169.201,5.686,962.062,2269.542,166.34,5.557,924.381,2253.178,163.5,5.424,886.866,1254.874
Feb  2 2016 10:16AM,11.852,168.706,5.741,968.596,2269.556,166.193,5.604,931.352,2253.195,159.94,5.606,896.583,1254.89
Feb  2 2016 10:17AM,11.858,168.558,5.813,979.802,2269.574,165.957,5.684,943.345,2253.209,159.945,5.677,908.042,1254.904
Feb  2 2016 10:18AM,11.858,169.875,5.777,981.331,2269.589,165.847,5.71,947.06,2253.226,159.96,5.709,913.223,1254.919
Feb  2 2016 10:19AM,11.861,168.63,5.9,994.846,2269.605,165.843,5.754,954.211,2253.241,159.968,5.752,920.068,1254.935
Feb  2 2016 10:20AM,11.858,167.404,5.975,1000.24,2269.623,165.836,5.805,962.619,2253.258,160.005,5.8,928.034,1254.949
Feb  2 2016 10:21AM,11.858,167.306,5.91,988.735,2269.638,165.824,5.764,955.782,2253.273,159.969,5.756,920.843,1254.966
Feb  2 2016 10:22AM,11.859,167.014,5.952,994.023,2269.656,165.764,5.763,955.333,2253.291,159.989,5.751,920.075,1254.981
Feb  2 2016 10:23AM,11.853,167.873,6.033,1012.719,2269.671,165.831,5.869,973.296,2253.305,159.989,5.868,938.856,1254.997
Feb  2 2016 10:24AM,11.856,154.884,6.345,982.665,2269.689,165.795,5.811,963.481,2253.321,159.96,5.812,929.709,1255.012
Feb  2 2016 10:25AM,11.854,166.797,6.076,1013.418,2269.706,165.853,5.879,975.091,2253.338,159.978,5.88,940.675,1255.027
Feb  2 2016 10:26AM,11.856,166.359,6.162,1025.174,2269.722,165.839,5.956,987.724,2253.354,159.868,5.961,953.017,1255.044
Feb  2 2016 10:27AM,11.861,166.439,6.247,1039.759,2269.74,165.808,6.042,1001.73,2253.372,159.858,6.043,965.961,1255.059
Feb  2 2016 10:28AM,11.851,166.418,6.245,1039.248,2269.757,165.625,6.048,1001.701,2253.387,159.87,6.051,967.432,1255.076
Feb  2 2016 10:29AM,11.861,166.432,6.266,1042.778,2269.775,165.831,6.06,1004.937,2253.405,159.862,6.064,969.473,1255.091
Feb  2 2016 10:30AM,11.854,166.699,6.304,1050.929,2269.792,165.111,6.115,1009.684,2253.421,159.89,6.069,970.308,1255.109
Feb  2 2016 10:31AM,11.855,165.068,6.293,1038.805,2269.81,164.904,6.094,1004.944,2253.436,159.87,6.067,969.861,1255.124
Feb  2 2016 10:32AM,11.851,166.298,6.249,1039.218,2269.827,164.499,6.076,999.529,2253.453,159.861,6.043,966.089,1255.14
Feb  2 2016 10:33AM,11.855,165.738,6.332,1049.394,2269.844,164.525,6.126,1007.896,2253.471,159.86,6.079,971.849,1255.157
Feb  2 2016 10:34AM,11.851,165.844,6.339,1051.326,2269.862,164.833,6.134,1011.022,2253.487,159.895,6.096,974.74,1255.172
Feb  2 2016 10:35AM,11.853,165.764,6.375,1056.801,2269.879,164.651,6.199,1020.731,2253.505,159.874,6.132,980.394,1255.189
Feb  2 2016 10:36AM,11.86,165.728,6.272,1039.371,2269.898,164.401,6.155,1011.846,2253.521,159.859,6.086,972.865,1255.205
Feb  2 2016 10:37AM,11.861,165.369,6.244,1032.508,2269.914,164.226,6.055,994.39,2253.539,159.872,5.997,958.789,1255.222
Feb  2 2016 10:38AM,11.856,165.115,6.225,1027.88,2269.93,164.245,6.047,993.256,2253.554,159.861,5.965,953.514,1255.237
Feb  2 2016 10:39AM,11.861,165.335,6.3,1041.592,2269.948,164.296,6.078,998.606,2253.572,159.879,5.985,956.833,1255.252
Feb  2 2016 10:40AM,11.857,165.456,6.314,1044.77,2269.965,164.195,6.123,1005.408,2253.587,159.858,6.071,970.474,1255.269
Feb  2 2016 10:41AM,11.848,165.059,6.396,1055.752,2269.984,164.31,6.185,1016.198,2253.605,159.883,6.118,978.154,1255.285
Feb  2 2016 10:42AM,11.86,164.969,6.398,1055.504,2270,164.011,6.204,1017.53,2253.622,159.859,6.14,981.574,1255.302
Feb  2 2016 10:43AM,11.862,165.048,6.4,1056.375,2270.02,163.987,6.211,1018.578,2253.637,159.914,6.141,982.073,1255.318
Feb  2 2016 10:44AM,11.862,160.827,6.555,1054.15,2270.036,163.978,6.232,1021.844,2253.656,159.925,6.169,986.653,1255.335
Feb  2 2016 10:45AM,11.858,164.646,6.451,1062.197,2270.055,164.011,6.253,1025.528,2253.672,159.923,6.183,988.849,1255.35
Feb  2 2016 10:46AM,11.857,164.884,6.483,1068.883,2270.071,164.005,6.288,1031.206,2253.69,159.921,6.206,992.459,1255.366
Feb  2 2016 10:47AM,11.862,160.681,6.597,1060.093,2270.088,160.183,6.384,1022.669,2253.706,159.925,6.176,987.67,1255.384
Feb  2 2016 10:48AM,11.852,164.438,6.427,1056.9,2270.107,160.188,6.387,1023.059,2253.724,159.913,6.174,987.283,1255.399
Feb  2 2016 10:49AM,11.855,164.865,6.472,1067.019,2270.124,160.185,6.394,1024.19,2253.74,159.93,6.181,988.498,1255.417
Feb  2 2016 10:50AM,11.855,163.835,6.464,1059.097,2270.143,160.184,6.33,1013.93,2253.759,159.933,6.148,983.231,1255.432
Feb  2 2016 10:51AM,11.854,161.311,6.507,1049.725,2270.159,160.187,6.305,1009.907,2253.775,159.9,6.04,965.772,1255.45
Feb  2 2016 10:52AM,11.86,161.36,6.516,1051.446,2270.178,160.183,6.321,1012.487,2253.793,159.919,6.104,976.107,1255.465
Feb  2 2016 10:53AM,11.861,161.343,6.524,1052.628,2270.195,158.255,6.327,1001.281,2253.808,159.843,6.106,976.006,1255.482
Feb  2 2016 10:54AM,11.858,161.352,6.419,1035.73,2270.213,159.147,6.274,998.537,2253.826,159.876,6.007,960.316,1255.497
Feb  2 2016 10:55AM,11.852,161.377,6.405,1033.64,2270.23,159.131,6.266,997.096,2253.842,160.126,6.017,963.439,1255.515
Feb  2 2016 10:56AM,11.863,161.358,6.468,1043.682,2270.248,159.132,6.323,1006.166,2253.857,159.947,6.071,971.102,1255.53
Feb  2 2016 10:57AM,11.854,160.314,6.515,1044.377,2270.264,159.111,6.324,1006.148,2253.875,159.944,6.065,970.077,1255.547
Feb  2 2016 10:58AM,11.857,160.522,6.48,1040.154,2270.281,159.201,6.287,1000.858,2253.892,159.933,6.032,964.681,1255.563
Feb  2 2016 10:59AM,11.853,160.548,6.438,1033.599,2270.3,159.15,6.238,992.799,2253.909,159.912,5.989,957.766,1255.578
Feb  2 2016 11:00AM,11.855,160.494,6.506,1044.255,2270.316,159.158,6.316,1005.175,2253.925,159.379,6.097,971.71,1255.595
Feb  2 2016 11:01AM,11.854,160.503,6.495,1042.484,2270.334,159.182,6.306,1003.722,2253.941,159.018,6.076,966.161,1255.611
Feb  2 2016 11:02AM,11.854,160.506,6.533,1048.627,2270.352,159.173,6.317,1005.53,2253.958,159.24,6.088,969.394,1255.626
Feb  2 2016 11:03AM,11.864,160.538,6.577,1055.838,2270.369,159.169,6.385,1016.316,2253.975,159.303,6.139,977.97,1255.644
Feb  2 2016 11:04AM,11.863,160.507,6.603,1059.908,2270.385,159.181,6.407,1019.934,2253.991,159.296,6.155,980.544,1255.659
Feb  2 2016 11:05AM,11.853,160.526,6.478,1039.905,2270.404,159.195,6.292,1001.611,2254.009,156.783,6.141,962.888,1255.674
Feb  2 2016 11:06AM,11.861,160.515,6.508,1044.683,2270.42,159.168,6.321,1006.066,2254.025,157.707,6.153,970.307,1255.691
Feb  2 2016 11:07AM,11.857,160.506,6.498,1042.997,2270.439,159.178,6.312,1004.65,2254.043,157.583,6.134,966.547,1255.707
Feb  2 2016 11:08AM,11.854,160.519,6.358,1020.571,2270.456,159.171,6.17,982.093,2254.059,157.554,5.993,944.154,1255.724
Feb  2 2016 11:09AM,11.858,160.497,6.477,1039.566,2270.474,159.165,6.292,1001.511,2254.076,157.409,6.111,961.943,1255.739
Feb  2 2016 11:10AM,11.854,160.497,6.6,1059.31,2270.49,159.183,6.405,1019.617,2254.092,159.142,6.168,981.661,1255.756
Feb  2 2016 11:11AM,11.859,160.522,6.642,1066.185,2270.51,159.188,6.44,1025.109,2254.11,159.176,6.207,987.93,1255.771
Feb  2 2016 11:12AM,11.865,160.536,6.602,1059.783,2270.526,159.189,6.416,1021.276,2254.126,159.181,6.171,982.271,1255.789
Feb  2 2016 11:13AM,11.86,160.505,6.583,1056.579,2270.545,159.187,6.402,1019.112,2254.145,159.197,6.173,982.643,1255.804
Feb  2 2016 11:14AM,11.857,160.512,6.567,1054.152,2270.562,159.173,6.395,1017.875,2254.16,159.187,6.167,981.64,1255.822
Feb  2 2016 11:15AM,11.858,160.504,6.564,1053.489,2270.578,159.18,6.387,1016.705,2254.177,159.242,6.15,979.416,1255.837
Feb  2 2016 11:16AM,11.862,160.52,6.581,1056.434,2270.597,159.153,6.399,1018.467,2254.195,159.234,6.174,983.136,1255.852
Feb  2 2016 11:17AM,11.863,160.528,6.657,1068.725,2270.614,159.19,6.476,1030.951,2254.211,159.116,6.231,991.385,1255.87
Feb  2 2016 11:18AM,11.864,160.551,6.724,1079.555,2270.633,159.167,6.551,1042.707,2254.229,159.267,6.323,1007.095,1255.885
Feb  2 2016 11:19AM,11.858,160.519,6.765,1085.97,2270.65,159.179,6.582,1047.786,2254.246,157.683,6.406,1010.141,1255.903
Feb  2 2016 11:20AM,11.858,160.527,6.782,1088.63,2270.669,159.213,6.593,1049.706,2254.264,157.733,6.402,1009.848,1255.919
Feb  2 2016 11:21AM,11.865,160.522,6.847,1099.051,2270.687,159.191,6.659,1060.061,2254.281,157.806,6.472,1021.403,1255.937
Feb  2 2016 11:22AM,11.864,160.527,6.864,1101.84,2270.706,159.18,6.673,1062.183,2254.3,157.746,6.485,1022.975,1255.953
Feb  2 2016 11:23AM,11.862,160.566,6.876,1104.094,2270.723,159.229,6.679,1063.502,2254.316,157.654,6.465,1019.313,1255.972
Feb  2 2016 11:24AM,11.859,160.517,6.863,1101.596,2270.743,159.219,6.67,1062.043,2254.335,157.628,6.487,1022.514,1255.988
Feb  2 2016 11:25AM,11.864,160.549,6.85,1099.713,2270.76,159.221,6.661,1060.587,2254.352,157.507,6.484,1021.277,1256.006
Feb  2 2016 11:26AM,11.857,160.564,6.857,1100.98,2270.78,159.188,6.676,1062.779,2254.371,157.721,6.494,1024.216,1256.022
Feb  2 2016 11:27AM,11.863,160.574,6.865,1102.387,2270.797,159.195,6.681,1063.661,2254.387,157.478,6.499,1023.48,1256.04
Feb  2 2016 11:28AM,11.859,160.564,6.894,1106.894,2270.817,159.716,6.686,1067.825,2254.404,157.47,6.524,1027.305,1256.056
Feb  2 2016 11:29AM,11.859,160.531,6.886,1105.491,2270.835,159.169,6.676,1062.693,2254.423,157.589,6.523,1028.021,1256.072
Feb  2 2016 11:30AM,11.863,160.536,6.837,1097.579,2270.852,159.271,6.652,1059.449,2254.439,157.586,6.469,1019.383,1256.09
Feb  2 2016 11:31AM,11.857,161.814,6.925,1120.627,2270.873,161.178,6.681,1076.845,2254.458,157.47,6.573,1035.019,1256.108
Feb  2 2016 11:32AM,11.856,160.83,6.926,1113.974,2270.89,161.255,6.663,1074.484,2254.477,157.489,6.552,1031.864,1256.124
Feb  2 2016 11:33AM,11.856,160.597,6.898,1107.794,2270.907,159.33,6.701,1067.652,2254.493,157.486,6.511,1025.358,1256.142
Feb  2 2016 11:34AM,11.862,160.6,6.926,1112.259,2270.927,160.955,6.657,1071.488,2254.512,157.471,6.532,1028.669,1256.158
Feb  2 2016 11:35AM,11.854,160.551,6.941,1114.369,2270.945,160.956,6.679,1075.068,2254.529,157.449,6.553,1031.75,1256.177
Feb  2 2016 11:36AM,11.861,160.589,6.946,1115.47,2270.965,160.965,6.679,1075.02,2254.548,157.454,6.553,1031.837,1256.193
Feb  2 2016 11:37AM,11.86,161.022,6.976,1123.224,2270.982,160.408,6.711,1076.443,2254.565,157.435,6.574,1034.979,1256.211
Feb  2 2016 11:38AM,11.859,160.578,7.031,1128.983,2271.002,159.268,6.823,1086.706,2254.585,157.464,6.606,1040.247,1256.227
Feb  2 2016 11:39AM,11.859,160.564,7.053,1132.424,2271.021,159.252,6.845,1090.036,2254.602,157.468,6.635,1044.878,1256.246
Feb  2 2016 11:40AM,11.863,160.578,7.061,1133.829,2271.041,159.27,6.858,1092.205,2254.621,157.468,6.642,1045.915,1256.262
Feb  2 2016 11:41AM,11.856,160.556,7.032,1129.1,2271.059,159.271,6.826,1087.204,2254.638,157.49,6.618,1042.229,1256.281
Feb  2 2016 11:42AM,11.856,160.573,7.066,1134.588,2271.079,159.266,6.856,1091.977,2254.655,157.491,6.655,1048.016,1256.297
Feb  2 2016 11:43AM,11.86,160.561,7.077,1136.351,2271.097,159.253,6.877,1095.177,2254.675,157.479,6.669,1050.259,1256.316
Feb  2 2016 11:44AM,11.864,160.573,7.093,1139.009,2271.115,159.275,6.894,1098.036,2254.692,157.471,6.686,1052.873,1256.332
Feb  2 2016 11:45AM,11.857,160.585,7.09,1138.573,2271.135,159.262,6.894,1097.912,2254.711,157.503,6.692,1054.069,1256.349
Feb  2 2016 11:46AM,11.861,160.563,7.114,1142.279,2271.153,159.259,6.929,1103.559,2254.729,157.497,6.729,1059.776,1256.368
Feb  2 2016 11:47AM,11.856,160.586,7.169,1151.24,2271.174,159.298,6.991,1113.655,2254.749,157.483,6.792,1069.682,1256.385
Feb  2 2016 11:48AM,11.857,160.529,7.219,1158.845,2271.191,159.282,7.034,1120.352,2254.766,157.502,6.833,1076.224,1256.404
Feb  2 2016 11:49AM,11.864,160.567,7.294,1171.123,2271.21,159.279,7.108,1132.119,2254.784,157.494,6.9,1086.685,1256.421
Feb  2 2016 11:50AM,11.856,160.557,7.257,1165.19,2271.231,159.294,7.072,1126.551,2254.804,157.492,6.867,1081.465,1256.438
Feb  2 2016 11:51AM,11.856,160.509,7.268,1166.542,2271.25,159.266,7.075,1126.798,2254.822,157.496,6.866,1081.418,1256.457
Feb  2 2016 11:52AM,11.866,160.594,7.286,1170.08,2271.271,159.281,7.091,1129.516,2254.842,157.5,6.886,1084.575,1256.474
Feb  2 2016 11:53AM,11.864,160.579,7.297,1171.718,2271.289,159.262,7.101,1130.926,2254.86,157.507,6.877,1083.244,1256.494
Feb  2 2016 11:54AM,11.86,160.601,7.249,1164.155,2271.31,159.264,7.051,1122.958,2254.88,157.479,6.831,1075.778,1256.51
Feb  2 2016 11:55AM,11.86,160.601,7.276,1168.531,2271.328,159.27,7.07,1126.121,2254.897,157.032,6.847,1075.256,1256.53
Feb  2 2016 11:56AM,11.866,160.377,7.298,1170.39,2271.349,158.506,7.14,1131.678,2254.916,157.321,6.862,1079.604,1256.547
Feb  2 2016 11:57AM,11.866,160.485,7.282,1168.682,2271.368,158.403,7.111,1126.397,2254.936,156.754,6.938,1087.602,1256.566
Feb  2 2016 11:58AM,11.868,160.406,7.298,1170.708,2271.386,159.228,7.093,1129.327,2254.954,155.724,6.946,1081.662,1256.584
Feb  2 2016 11:59AM,11.866,159.75,7.31,1167.72,2271.408,158.727,7.096,1126.39,2254.974,155.716,6.945,1081.505,1256.6
Feb  2 2016 12:00PM,11.867,159.258,7.332,1167.671,2271.426,158.105,7.119,1125.602,2254.991,155.675,6.909,1075.525,1256.62
Feb  2 2016 12:01PM,11.869,159.564,7.321,1168.1,2271.445,158.165,7.114,1125.2,2255.01,155.628,6.926,1077.955,1256.637
Feb  2 2016 12:02PM,11.856,159.907,7.365,1177.804,2271.466,158.116,7.138,1128.663,2255.028,155.646,6.925,1077.827,1256.655
Feb  2 2016 12:03PM,11.856,159.619,7.328,1169.769,2271.485,158.707,7.108,1128.119,2255.048,155.645,6.934,1079.228,1256.674
Feb  2 2016 12:04PM,11.857,158.842,7.3,1159.586,2271.506,158.743,7.055,1119.982,2255.065,155.667,6.882,1071.354,1256.691
Feb  2 2016 12:05PM,11.858,158.635,7.271,1153.479,2271.523,156.566,7.103,1112.028,2255.085,155.361,6.88,1068.858,1256.709
Feb  2 2016 12:06PM,11.863,158.224,7.269,1150.155,2271.542,157.064,7.112,1117.031,2255.103,155.563,6.87,1068.664,1256.726
Feb  2 2016 12:07PM,11.856,158.13,7.196,1137.841,2271.563,156.943,7.032,1103.62,2255.123,153.925,6.824,1050.316,1256.743
Feb  2 2016 12:08PM,11.863,158.721,6.776,1075.497,2271.58,157.175,6.651,1045.375,2255.14,153.731,6.506,1000.203,1256.761
Feb  2 2016 12:09PM,11.864,158.686,6.859,1088.406,2271.6,157.934,6.674,1054.042,2255.158,153.666,6.574,1010.264,1256.777
Feb  2 2016 12:10PM,11.856,157.434,7.094,1116.881,2271.616,156.276,6.937,1084.019,2255.175,153.819,6.751,1038.458,1256.796
Feb  2 2016 12:11PM,11.865,158.537,7.117,1128.38,2271.636,157.112,6.961,1093.702,2255.192,153.695,6.824,1048.779,1256.812
Feb  2 2016 12:12PM,11.859,158.979,7.071,1124.216,2271.654,157.163,6.925,1088.316,2255.212,153.81,6.777,1042.327,1256.83
Feb  2 2016 12:13PM,11.859,158.79,6.821,1083.191,2271.674,157.594,6.658,1049.27,2255.229,154.943,6.474,1003.129,1256.847
Feb  2 2016 12:14PM,11.863,160.266,6.911,1107.575,2271.691,158.2,6.774,1071.666,2255.247,155.017,6.642,1029.601,1256.862
Feb  2 2016 12:15PM,11.858,159.902,7.009,1120.687,2271.709,157.575,6.9,1087.342,2255.265,155.01,6.7,1038.502,1256.881
Feb  2 2016 12:16PM,11.866,159.304,7.123,1134.726,2271.729,157.629,6.947,1095,2255.284,155.211,6.753,1048.077,1256.898
Feb  2 2016 12:17PM,11.857,159.508,7.066,1127.099,2271.747,157.279,6.948,1092.77,2255.302,155.058,6.756,1047.6,1256.917
Feb  2 2016 12:18PM,11.867,158.805,7.049,1119.433,2271.767,157.225,6.936,1090.565,2255.319,155.113,6.736,1044.82,1256.933
Feb  2 2016 12:19PM,11.866,158.79,7.159,1136.697,2271.785,157.26,6.99,1099.194,2255.338,154.973,6.796,1053.156,1256.952
Feb  2 2016 12:20PM,11.861,158.792,7.177,1139.715,2271.803,157.201,7,1100.409,2255.355,153.832,6.853,1054.162,1256.968
Feb  2 2016 12:21PM,11.862,158.904,7.12,1131.344,2271.823,157.298,6.955,1093.943,2255.375,153.828,6.826,1050.095,1256.985
Feb  2 2016 12:22PM,11.862,159.23,7.177,1142.811,2271.841,157.214,7.023,1104.117,2255.392,153.923,6.874,1058.01,1257.004
Feb  2 2016 12:23PM,11.866,159.285,7.212,1148.728,2271.862,157.698,7.039,1110.088,2255.412,155.138,6.839,1061.058,1257.02
Feb  2 2016 12:24PM,11.859,160.28,6.87,1101.037,2271.879,158.752,6.686,1061.425,2255.429,156.06,6.519,1017.368,1257.039
Feb  2 2016 12:25PM,11.866,159.28,7.17,1142.085,2271.9,158.631,7.02,1113.627,2255.446,154.979,6.887,1067.361,1257.055
Feb  2 2016 12:26PM,11.868,159.179,7.222,1149.668,2271.917,158.183,7.064,1117.367,2255.467,155.12,6.915,1072.665,1257.074
Feb  2 2016 12:27PM,11.858,159.271,7.23,1151.533,2271.938,158.988,7.033,1118.121,2255.483,155.226,6.923,1074.581,1257.091
Feb  2 2016 12:28PM,11.861,159.355,7.236,1153.019,2271.956,159.201,7.026,1118.567,2255.504,155.191,6.933,1075.985,1257.108
Feb  2 2016 12:29PM,11.856,159.675,7.214,1151.932,2271.974,159.055,7.056,1122.27,2255.521,156.192,6.961,1087.25,1257.127
Feb  2 2016 12:30PM,11.867,159.594,7.212,1150.971,2271.995,158.411,7.113,1126.799,2255.541,155.286,6.936,1077.038,1257.144
Feb  2 2016 12:31PM,11.856,159.305,7.244,1154.057,2272.014,157.891,7.071,1116.471,2255.56,154.942,6.896,1068.518,1257.164
Feb  2 2016 12:32PM,11.867,159.734,7.17,1145.318,2272.032,157.137,7.094,1114.792,2255.577,155.078,6.898,1069.763,1257.181
Feb  2 2016 12:33PM,11.869,158.664,7.21,1144.032,2272.053,157.229,7.086,1114.074,2255.597,155.065,6.898,1069.56,1257.198
Feb  2 2016 12:34PM,11.86,158.536,7.181,1138.442,2272.071,157.024,7.082,1112.03,2255.615,155.079,6.882,1067.278,1257.217
Feb  2 2016 12:35PM,11.858,158.074,7.189,1136.384,2272.091,157.12,7.041,1106.296,2255.635,155.037,6.855,1062.716,1257.234
Feb  2 2016 12:36PM,11.862,158.308,7.135,1129.52,2272.109,157.112,6.992,1098.595,2255.652,155.032,6.812,1056.136,1257.252
Feb  2 2016 12:37PM,11.867,158.735,7.183,1140.265,2272.129,157.211,7.024,1104.304,2255.671,155.038,6.844,1061.037,1257.269
Feb  2 2016 12:38PM,11.865,159.318,7.209,1148.514,2272.147,157.288,7.07,1111.987,2255.688,155.044,6.9,1069.757,1257.288
Feb  2 2016 12:39PM,11.856,159.811,7.158,1143.982,2272.167,158.908,7.002,1112.673,2255.708,155.045,6.899,1069.607,1257.304
Feb  2 2016 12:40PM,11.867,160.049,7.179,1149.006,2272.185,158.94,7.033,1117.767,2255.726,157.252,6.846,1076.569,1257.323
Feb  2 2016 12:41PM,11.857,160.047,7.159,1145.836,2272.206,158.96,7.01,1114.3,2255.745,155.24,6.902,1071.46,1257.34
Feb  2 2016 12:42PM,11.868,160.049,7.156,1145.305,2272.223,158.965,7.006,1113.738,2255.762,157.417,6.806,1071.331,1257.359
Feb  2 2016 12:43PM,11.864,160.048,7.183,1149.616,2272.244,158.95,7.029,1117.301,2255.78,156.405,6.885,1076.865,1257.376
Feb  2 2016 12:44PM,11.863,160.053,7.258,1161.614,2272.262,158.953,7.106,1129.523,2255.8,156.865,6.953,1090.756,1257.396
Feb  2 2016 12:45PM,11.865,160.049,7.252,1160.649,2272.281,158.954,7.099,1128.416,2255.818,156.369,6.957,1087.839,1257.413
Feb  2 2016 12:46PM,11.865,159.965,7.178,1148.273,2272.302,158.53,7.014,1112,2255.838,156.361,6.886,1076.652,1257.43
Feb  2 2016 12:47PM,11.867,159.905,7.191,1149.856,2272.319,158.833,7.036,1117.475,2255.856,156.341,6.879,1075.528,1257.449
Feb  2 2016 12:48PM,11.863,159.874,7.229,1155.665,2272.34,158.766,7.065,1121.72,2255.876,156.35,6.902,1079.104,1257.466
