Scan,DL Bat. V,DC Volts(EB),DC Amps(EB),DC Watts(EB),DC Wh(EB),DC Volts(ET),DC Amps(ET),DC Watts(ET),DC Wh(ET),DC Volts(PT),DC Amps(PT),DC Watts(PT),DC Wh(PT)
Feb  2 2016  7:23AM,11.844,198.517,0.057,11.27,2267.967,196.394,0,0,2251.691,196.58,0,0,1253.425
Feb  2 2016  7:24AM,11.839,199.262,0.057,11.371,2267.968,196.637,0,0,2251.691,196.952,0,0,1253.425
Feb  2 2016  7:25AM,11.836,199.671,0.057,11.311,2267.968,197.376,0,0,2251.691,197.533,0,0,1253.425
Feb  2 2016  7:26AM,11.847,200.263,0.056,11.304,2267.968,197.525,0,0,2251.691,197.857,0,0,1253.425
Feb  2 2016  7:27AM,11.838,200.354,0.056,11.318,2267.968,197.725,0,0,2251.691,197.953,0,0,1253.425
Feb  2 2016  7:28AM,11.834,200.474,0.057,11.377,2267.969,198.2,0,0,2251.691,198.196,0,0,1253.425
Feb  2 2016  7:29AM,11.836,200.844,0.057,11.366,2267.969,198.389,0,0,2251.691,198.59,0,0,1253.425
Feb  2 2016  7:30AM,11.838,201.087,0.057,11.417,2267.969,198.429,0,0,2251.691,198.721,0,0,1253.425
Feb  2 2016  7:31AM,11.85,201.356,0.057,11.552,2267.969,198.705,0,0,2251.691,198.914,0,0,1253.425
Feb  2 2016  7:32AM,11.848,188.778,0.396,74.705,2267.969,199.106,0,0,2251.691,199.161,0,0,1253.425
Feb  2 2016  7:33AM,11.839,171.594,0.701,120.237,2267.971,199.378,0,0,2251.691,199.62,0,0,1253.425
Feb  2 2016  7:34AM,11.844,171.198,0.718,122.95,2267.973,199.459,0,0,2251.691,199.777,0,0,1253.425
Feb  2 2016  7:35AM,11.847,170.229,0.754,128.439,2267.975,200.005,0,0,2251.691,172.244,0.719,123.867,1253.425
Feb  2 2016  7:36AM,11.846,171.804,0.793,136.152,2267.977,200.372,0,0,2251.691,170.114,0.748,127.268,1253.427
Feb  2 2016  7:37AM,11.84,172.503,0.821,141.566,2267.979,167.893,0.781,131.167,2251.692,170.192,0.779,132.601,1253.43
Feb  2 2016  7:38AM,11.842,171.849,0.858,147.496,2267.982,171.406,0.812,139.108,2251.694,170.025,0.811,137.883,1253.432
Feb  2 2016  7:39AM,11.84,173.369,0.889,154.074,2267.985,171.499,0.847,145.25,2251.697,168.131,0.846,142.321,1253.434
Feb  2 2016  7:40AM,11.837,175.965,0.931,163.813,2267.987,171.082,0.888,151.903,2251.699,171.417,0.881,151.025,1253.437
Feb  2 2016  7:41AM,11.838,171.898,0.974,167.335,2267.99,169.894,0.925,157.241,2251.701,171.488,0.916,157.135,1253.439
Feb  2 2016  7:42AM,11.847,174.297,0.991,172.713,2267.992,170.743,0.945,161.267,2251.704,170.939,0.937,160.13,1253.442
Feb  2 2016  7:43AM,11.844,172.075,1.003,172.566,2267.996,171.682,0.951,163.327,2251.707,169.808,0.944,160.316,1253.444
Feb  2 2016  7:44AM,11.841,175.814,1.011,177.745,2267.999,171.61,0.963,165.226,2251.709,170.939,0.956,163.33,1253.447
Feb  2 2016  7:45AM,11.84,175.475,1.021,179.185,2268.001,171.734,0.972,166.902,2251.712,171.72,0.964,165.49,1253.45
Feb  2 2016  7:46AM,11.843,173.715,1.059,184.016,2268.004,169.491,1.011,171.34,2251.715,170.561,1.004,171.291,1253.453
Feb  2 2016  7:47AM,11.838,174.406,1.107,193.133,2268.007,172.155,1.057,181.945,2251.718,172.404,1.048,180.609,1253.456
Feb  2 2016  7:48AM,11.844,174.158,1.131,196.928,2268.011,171.525,1.082,185.506,2251.721,170.124,1.068,181.759,1253.458
Feb  2 2016  7:49AM,11.841,175.874,1.182,207.839,2268.014,173.75,1.127,195.788,2251.724,173.775,1.119,194.455,1253.462
Feb  2 2016  7:50AM,11.847,176.218,1.228,216.366,2268.018,171.805,1.168,200.676,2251.728,172.649,1.153,199.099,1253.465
Feb  2 2016  7:51AM,11.836,175.568,1.238,217.41,2268.021,171.69,1.184,203.339,2251.731,171.166,1.168,199.829,1253.469
Feb  2 2016  7:52AM,11.847,175.628,1.255,220.435,2268.025,172.834,1.207,208.686,2251.735,173.27,1.179,204.23,1253.472
Feb  2 2016  7:53AM,11.84,176.376,1.297,228.744,2268.029,170.893,1.244,212.655,2251.738,173.315,1.232,213.554,1253.475
Feb  2 2016  7:54AM,11.846,178.959,1.344,240.462,2268.033,174.669,1.289,225.1,2251.742,172.27,1.28,220.553,1253.479
Feb  2 2016  7:55AM,11.841,179.805,1.371,246.534,2268.037,175.83,1.32,232.067,2251.745,172.407,1.328,228.886,1253.483
Feb  2 2016  7:56AM,11.842,176.553,1.458,257.393,2268.041,172.577,1.387,239.36,2251.749,172.1,1.384,238.182,1253.486
Feb  2 2016  7:57AM,11.842,180.662,1.421,256.765,2268.045,174.551,1.377,240.432,2251.753,172.594,1.38,238.131,1253.491
Feb  2 2016  7:58AM,11.842,176.502,1.462,258.064,2268.049,173.553,1.406,243.988,2251.757,173.198,1.391,241.006,1253.494
Feb  2 2016  7:59AM,11.838,176.012,1.532,269.723,2268.054,173.698,1.47,255.307,2251.762,171.361,1.454,249.184,1253.498
Feb  2 2016  8:00AM,11.842,176.318,1.571,277.003,2268.059,176.273,1.507,265.644,2251.766,171.401,1.499,256.929,1253.503
Feb  2 2016  8:01AM,11.845,176.339,1.623,286.171,2268.063,173.635,1.553,269.718,2251.77,172.894,1.539,266.053,1253.507
Feb  2 2016  8:02AM,11.844,178.101,1.663,296.242,2268.068,173.903,1.599,277.976,2251.775,172.805,1.579,272.829,1253.512
Feb  2 2016  8:03AM,11.842,176.981,1.7,300.822,2268.073,173.375,1.626,281.97,2251.78,170.507,1.612,274.902,1253.516
Feb  2 2016  8:04AM,11.844,177.706,1.675,297.616,2268.078,175.081,1.615,282.705,2251.784,172.658,1.594,275.263,1253.521
Feb  2 2016  8:05AM,11.838,176.688,1.707,301.597,2268.083,174.072,1.631,283.897,2251.789,173.216,1.61,278.921,1253.525
Feb  2 2016  8:06AM,11.847,176.559,1.724,304.475,2268.088,173.436,1.657,287.415,2251.794,171.395,1.637,280.593,1253.53
Feb  2 2016  8:07AM,11.838,176.645,1.72,303.836,2268.093,173.631,1.651,286.711,2251.799,170.684,1.643,280.469,1253.535
Feb  2 2016  8:08AM,11.84,176.581,1.811,319.798,2268.099,173.879,1.738,302.175,2251.803,171.799,1.718,295.078,1253.539
Feb  2 2016  8:09AM,11.845,175.359,1.817,318.614,2268.104,173.735,1.742,302.585,2251.809,172.666,1.722,297.405,1253.545
Feb  2 2016  8:10AM,11.846,177.382,1.885,334.319,2268.109,173.967,1.813,315.43,2251.813,172.171,1.8,309.984,1253.55
Feb  2 2016  8:11AM,11.844,177.373,2.005,355.682,2268.115,173.974,1.936,336.809,2251.819,171.851,1.926,330.912,1253.555
Feb  2 2016  8:12AM,11.839,178.227,2.132,379.901,2268.122,173.907,2.068,359.681,2251.825,172.464,2.028,349.829,1253.56
Feb  2 2016  8:13AM,11.847,178.531,2.236,399.143,2268.128,174.176,2.168,377.642,2251.831,171.434,2.157,369.724,1253.567
Feb  2 2016  8:14AM,11.851,179.594,2.281,409.711,2268.134,173.651,2.214,384.373,2251.837,173.375,2.176,377.295,1253.573
Feb  2 2016  8:15AM,11.85,178.655,2.283,407.809,2268.141,173.57,2.221,385.477,2251.844,173.539,2.186,379.414,1253.579
Feb  2 2016  8:16AM,11.85,177.571,2.307,409.742,2268.148,173.749,2.229,387.334,2251.85,172.185,2.204,379.561,1253.585
Feb  2 2016  8:17AM,11.848,177.052,2.334,413.173,2268.155,173.607,2.26,392.344,2251.856,171.971,2.238,384.862,1253.592
Feb  2 2016  8:18AM,11.839,176.001,2.41,424.116,2268.162,171.863,2.329,400.349,2251.864,172.034,2.299,395.48,1253.599
Feb  2 2016  8:19AM,11.841,176.425,2.483,437.983,2268.17,173.611,2.383,413.76,2251.87,171.863,2.358,405.225,1253.605
Feb  2 2016  8:20AM,11.853,176.603,2.521,445.26,2268.177,173.581,2.432,422.116,2251.877,172.423,2.396,413.192,1253.612
Feb  2 2016  8:21AM,11.841,176.457,2.55,449.888,2268.184,173.344,2.468,427.75,2251.884,172.169,2.423,417.211,1253.619
Feb  2 2016  8:22AM,11.839,176.54,2.551,450.338,2268.191,173.334,2.465,427.304,2251.891,172.04,2.438,419.423,1253.626
Feb  2 2016  8:23AM,11.847,176.587,2.54,448.452,2268.199,173.234,2.457,425.581,2251.899,171.691,2.417,415.004,1253.632
Feb  2 2016  8:24AM,11.848,175.82,2.645,465.034,2268.207,173.233,2.551,441.905,2251.906,170.431,2.537,432.476,1253.64
Feb  2 2016  8:25AM,11.85,176.053,2.683,472.271,2268.214,173.156,2.59,448.418,2251.913,170.885,2.564,438.134,1253.647
Feb  2 2016  8:26AM,11.842,174.586,2.739,478.186,2268.222,173.597,2.646,459.32,2251.921,170.772,2.628,448.844,1253.654
Feb  2 2016  8:27AM,11.85,174.582,2.816,491.652,2268.23,173.326,2.719,471.319,2251.928,171.295,2.697,462.044,1253.662
Feb  2 2016  8:28AM,11.841,176.178,2.848,501.692,2268.24,173.069,2.754,476.658,2251.936,170.214,2.737,465.944,1253.669
Feb  2 2016  8:29AM,11.851,176.432,2.859,504.414,2268.248,173.02,2.761,477.701,2251.944,170.527,2.739,466.995,1253.677
Feb  2 2016  8:30AM,11.845,174.97,2.906,508.443,2268.257,172.984,2.803,484.942,2251.952,170.29,2.776,472.799,1253.685
Feb  2 2016  8:31AM,11.851,174.861,2.908,508.59,2268.265,173.015,2.809,486.024,2251.961,170.26,2.785,474.129,1253.692
Feb  2 2016  8:32AM,11.847,175.693,2.945,517.466,2268.273,172.646,2.847,491.574,2251.969,170.434,2.813,479.398,1253.7
Feb  2 2016  8:33AM,11.843,175.585,2.999,526.607,2268.281,171.831,2.909,499.833,2251.977,170.263,2.872,489.03,1253.709
Feb  2 2016  8:34AM,11.841,175.372,3.021,529.722,2268.291,172.258,2.922,503.404,2251.985,170.343,2.883,491.068,1253.717
Feb  2 2016  8:35AM,11.851,175.807,3,527.39,2268.299,172.066,2.909,500.59,2251.993,170.24,2.876,489.581,1253.726
Feb  2 2016  8:36AM,11.846,175.853,3.004,528.205,2268.308,172.298,2.914,502.052,2252.001,170.242,2.878,489.937,1253.734
Feb  2 2016  8:37AM,11.847,175.9,3.002,527.989,2268.317,172.012,2.919,502.082,2252.01,170.208,2.874,489.203,1253.741
Feb  2 2016  8:38AM,11.846,175.449,3.025,530.737,2268.326,171.967,2.935,504.715,2252.018,170.226,2.899,493.44,1253.75
Feb  2 2016  8:39AM,11.852,175.668,3.046,535.084,2268.335,171.626,2.966,508.953,2252.028,170.204,2.912,495.697,1253.758
Feb  2 2016  8:40AM,11.853,175.203,3.082,540.055,2268.344,171.826,2.993,514.186,2252.035,170.189,2.956,503.112,1253.767
Feb  2 2016  8:41AM,11.845,175.391,3.089,541.774,2268.353,171.86,2.999,515.379,2252.043,170.205,2.955,502.95,1253.775
Feb  2 2016  8:42AM,11.844,175.726,3.142,552.091,2268.362,171.595,3.063,525.604,2252.052,170.198,3.014,513.066,1253.783
Feb  2 2016  8:43AM,11.843,174.804,3.158,552.01,2268.372,171.81,3.066,526.82,2252.061,170.216,3.018,513.69,1253.791
Feb  2 2016  8:44AM,11.853,175.556,3.178,557.841,2268.381,172.315,3.079,530.484,2252.071,170.141,3.038,516.863,1253.8
Feb  2 2016  8:45AM,11.845,175.881,3.212,564.929,2268.389,172.195,3.121,537.334,2252.079,170.216,3.078,523.93,1253.809
Feb  2 2016  8:46AM,11.843,175.387,3.33,584.117,2268.4,171.761,3.253,558.69,2252.088,170.222,3.152,536.484,1253.818
Feb  2 2016  8:47AM,11.845,175.41,3.408,597.722,2268.409,171.975,3.3,567.464,2252.097,170.221,3.245,552.344,1253.826
Feb  2 2016  8:48AM,11.842,175.017,3.451,603.894,2268.419,171.988,3.343,575.015,2252.106,170.267,3.292,560.562,1253.836
Feb  2 2016  8:49AM,11.848,173.531,3.482,604.228,2268.429,171.68,3.373,579.138,2252.117,170.249,3.312,563.854,1253.845
Feb  2 2016  8:50AM,11.844,174.63,3.501,611.318,2268.439,171.633,3.395,582.689,2252.126,170.234,3.334,567.53,1253.855
Feb  2 2016  8:51AM,11.85,173.967,3.514,611.367,2268.45,171.433,3.398,582.574,2252.136,170.249,3.333,567.509,1253.864
Feb  2 2016  8:52AM,11.843,173.706,3.567,619.585,2268.46,171.137,3.453,590.938,2252.146,170.219,3.379,575.165,1253.874
Feb  2 2016  8:53AM,11.848,173.347,3.56,617.15,2268.469,171.115,3.441,588.839,2252.155,170.188,3.368,573.117,1253.883
Feb  2 2016  8:54AM,11.849,173.63,3.569,619.632,2268.48,166.469,3.517,585.547,2252.166,170.102,3.376,574.198,1253.892
Feb  2 2016  8:55AM,11.842,173.483,3.623,628.489,2268.49,171.117,3.506,599.961,2252.175,168.214,3.474,584.367,1253.903
Feb  2 2016  8:56AM,11.843,173.691,3.653,634.451,2268.5,171.183,3.537,605.524,2252.185,168.071,3.508,589.613,1253.912
Feb  2 2016  8:57AM,11.853,173.425,3.681,638.36,2268.512,171.102,3.564,609.74,2252.196,167.918,3.533,593.221,1253.921
Feb  2 2016  8:58AM,11.843,173.617,3.717,645.257,2268.522,171.137,3.601,616.292,2252.205,167.713,3.578,600.068,1253.932
Feb  2 2016  8:59AM,11.851,173.413,3.73,646.836,2268.534,171.062,3.627,620.434,2252.216,167.957,3.588,602.645,1253.942
Feb  2 2016  9:00AM,11.855,173.915,3.745,651.246,2268.544,170.927,3.658,625.315,2252.227,168.087,3.614,607.507,1253.951
Feb  2 2016  9:01AM,11.847,0,0,0,0,0,0,0,0,167.602,3.603,603.81,1253.961
Feb  2 2016  9:02AM,11.842,174.092,3.692,642.797,2268.566,171.113,3.597,615.439,2252.247,167.592,3.573,598.812,1253.973
Feb  2 2016  9:03AM,11.844,173.654,3.772,655.024,2268.577,170.97,3.685,630.113,2252.258,167.743,3.622,607.557,1253.982
Feb  2 2016  9:04AM,11.847,173.574,3.869,671.608,2268.588,170.992,3.763,643.401,2252.268,167.98,3.72,624.907,1253.993
Feb  2 2016  9:05AM,11.853,172.912,3.868,668.893,2268.598,170.816,3.75,640.615,2252.278,167.957,3.697,620.935,1254.003
Feb  2 2016  9:06AM,11.849,173.114,3.793,656.594,2268.611,170.724,3.674,627.31,2252.29,167.739,3.644,611.175,1254.012
Feb  2 2016  9:07AM,11.851,173.155,3.796,657.235,2268.621,170.416,3.692,629.123,2252.299,167.75,3.656,613.32,1254.023
Feb  2 2016  9:08AM,11.852,173.297,3.825,662.853,2268.633,170.981,3.705,633.567,2252.311,168.067,3.668,616.467,1254.033
Feb  2 2016  9:09AM,11.85,173.215,3.882,672.462,2268.643,170.624,3.82,651.733,2252.321,167.832,3.773,633.31,1254.044
Feb  2 2016  9:10AM,11.844,173.7,3.983,691.84,2268.655,169.924,3.889,660.806,2252.333,167.623,3.831,642.175,1254.054
Feb  2 2016  9:11AM,11.85,173.74,3.933,683.35,2268.666,170.063,3.841,653.253,2252.343,168.047,3.773,634.078,1254.066
Feb  2 2016  9:12AM,11.848,172.628,4.049,698.911,2268.678,169.805,3.928,667.042,2252.353,167.892,3.859,647.804,1254.076
Feb  2 2016  9:13AM,11.848,172.661,4.076,703.783,2268.689,169.646,3.968,673.112,2252.365,166.858,3.901,650.833,1254.086
Feb  2 2016  9:14AM,11.854,172.331,4.075,702.314,2268.701,169.499,3.963,671.692,2252.376,167.705,3.89,652.375,1254.098
Feb  2 2016  9:15AM,11.852,172.228,4.118,709.229,2268.712,169.678,3.989,676.878,2252.386,168.103,3.932,660.977,1254.108
Feb  2 2016  9:16AM,11.847,172.2,4.174,718.76,2268.725,170.512,4.053,691.072,2252.399,168.327,3.96,666.596,1254.119
Feb  2 2016  9:17AM,11.844,172.913,4.209,727.87,2268.737,169.492,4.111,696.75,2252.409,168.284,4.02,676.511,1254.131
Feb  2 2016  9:18AM,11.849,172.783,4.217,728.656,2268.75,169.559,4.115,697.745,2252.422,168.154,4.02,675.961,1254.141
Feb  2 2016  9:19AM,11.857,172.474,4.226,728.911,2268.761,169.57,4.118,698.333,2252.433,167.878,4.036,677.637,1254.153
Feb  2 2016  9:20AM,11.846,172.582,4.123,711.479,2268.774,169.5,4.021,681.553,2252.445,168.19,3.937,662.158,1254.164
Feb  2 2016  9:21AM,11.854,172.538,4.208,725.985,2268.785,169.521,4.105,695.912,2252.456,168.248,4.012,675.093,1254.176
Feb  2 2016  9:22AM,11.854,172.53,4.153,716.456,2268.798,169.526,4.074,690.688,2252.467,166.691,3.989,664.904,1254.186
Feb  2 2016  9:23AM,11.854,171.902,4.245,729.793,2268.809,169.374,4.131,699.693,2252.479,168.423,4.038,680.179,1254.198
Feb  2 2016  9:24AM,11.849,171.491,4.195,719.442,2268.822,169.517,4.124,699.077,2252.49,168.433,3.994,672.804,1254.209
Feb  2 2016  9:25AM,11.856,171.268,4.124,706.334,2268.833,169.353,4,677.38,2252.502,166.245,3.948,656.385,1254.22
Feb  2 2016  9:26AM,11.856,170.895,4.352,743.761,2268.846,169.421,4.19,709.85,2252.513,166.384,4.13,687.144,1254.231
Feb  2 2016  9:27AM,11.855,171.899,4.201,722.097,2268.858,169.459,4.146,702.63,2252.526,168.325,4.086,687.763,1254.242
Feb  2 2016  9:28AM,11.856,172.065,4.05,696.796,2268.869,169.446,3.94,667.659,2252.537,166.563,3.904,650.222,1254.254
Feb  2 2016  9:29AM,11.854,173.002,4.26,736.919,2268.882,169.433,4.134,700.488,2252.549,166.269,4.081,678.525,1254.265
Feb  2 2016  9:30AM,11.856,172.497,4.332,747.235,2268.894,169.449,4.234,717.508,2252.56,165.144,4.24,700.15,1254.277
Feb  2 2016  9:31AM,11.846,173.07,4.533,784.56,2268.907,169.46,4.412,747.713,2252.573,168.287,4.309,725.217,1254.288
Feb  2 2016  9:32AM,11.852,172.872,4.526,782.406,2268.92,169.471,4.43,750.778,2252.586,168.35,4.311,725.75,1254.3
Feb  2 2016  9:33AM,11.845,171.955,4.648,799.294,2268.933,169.399,4.532,767.806,2252.597,166.334,4.458,741.577,1254.313
Feb  2 2016  9:34AM,11.855,172.139,4.612,793.894,2268.947,169.012,4.508,761.895,2252.611,166.19,4.441,738.015,1254.324
Feb  2 2016  9:35AM,11.848,171.686,4.695,806.083,2268.96,169.105,4.569,772.584,2252.623,168.001,4.456,748.522,1254.338
