Scan,DL Bat. V,DL GR1,DL GR2,DL RTD_Airtemp,DL WS_ms,DL WindDir,DL Panel_T1,DL Panel_T2,DL Panel_T3,DL Panel_T4,DL Panel_T5
Feb  1 2016 10:21AM,11.863,787.231,635.033,30.69,1.08,214.195,52.255,68.043,51.708,52.109,50.514
Feb  1 2016 10:22AM,11.854,789.002,637.106,30.763,0,206.825,52.464,68.159,51.839,52.179,50.946
Feb  1 2016 10:23AM,11.856,792.012,639.956,30.884,0,101.235,52.595,68.699,52.171,52.479,51.277
Feb  1 2016 10:24AM,11.863,796.268,642.376,30.96,2.678,230.236,52.827,68.275,52.372,52.549,51.332
Feb  1 2016 10:25AM,11.857,799.461,645.231,30.605,1.08,259.461,52.781,68.669,52.481,52.573,50.878
Feb  1 2016 10:26AM,11.856,804.341,649.731,30.58,1.879,235.158,52.728,69.078,52.543,52.689,50.593
Feb  1 2016 10:27AM,11.864,808.331,652.67,30.605,1.08,181.936,52.836,69.325,52.613,52.944,50.81
Feb  1 2016 10:28AM,11.858,809.216,653.707,30.653,1.879,289.897,53.044,69.471,52.767,53.036,50.771
Feb  1 2016 10:29AM,11.856,811.52,655.781,30.858,0,288.175,53.044,69.433,52.898,53.322,50.795
Feb  1 2016 10:30AM,11.858,813.112,657.075,30.931,1.08,349.417,53.23,69.795,53.145,53.361,50.779
Feb  1 2016 10:31AM,11.862,815.156,659.586,30.881,1.879,286.488,53.253,69.757,53.207,53.408,50.526
Feb  1 2016 10:32AM,11.855,820.92,663.997,30.948,1.08,237.86,53.23,69.873,53.323,53.577,50.549
Feb  1 2016 10:33AM,11.859,822.693,665.12,31.052,1.879,284.907,53.193,69.974,53.37,53.447,50.265
Feb  1 2016 10:34AM,11.86,824.729,666.674,31.154,0,172.772,53.316,70.189,53.485,53.693,50.527
Feb  1 2016 10:35AM,11.859,832.797,674.023,31.174,1.879,329.501,53.262,70.282,53.377,53.693,50.496
Feb  1 2016 10:36AM,11.856,830.049,671.429,31.199,1.08,245.382,53.215,70.266,53.3,53.454,50.557
Feb  1 2016 10:37AM,11.856,831.814,672.893,31.227,2.678,289.746,53.248,70.121,53.286,53.463,50.466
Feb  1 2016 10:38AM,11.864,838.642,679.293,31.05,1.879,206.79,53.124,69.581,53.055,53.294,50.412
Feb  1 2016 10:39AM,11.856,840.947,680.676,30.892,1.879,215.939,52.947,69.628,53.194,53.417,49.996
Feb  1 2016 10:40AM,11.856,843.877,682.927,30.636,1.879,149.88,53.016,70.044,53.271,53.355,50.104
Feb  1 2016 10:41AM,11.856,848.046,686.82,30.718,1.879,219.319,53.102,69.852,53.402,53.549,50.028
Feb  1 2016 10:42AM,11.862,852.834,691.057,30.76,2.678,181.549,53.125,70.083,53.487,53.58,49.897
Feb  1 2016 10:43AM,11.863,857.803,694.259,30.765,1.879,191.778,53.326,70.284,53.934,54.073,50.144
Feb  1 2016 10:44AM,11.858,855.669,694.255,30.858,1.08,163.002,53.734,70.569,54.351,54.451,50.699
Feb  1 2016 10:45AM,11.866,854.601,692.781,31.168,2.678,217.927,54.021,70.285,54.784,54.884,51.417
Feb  1 2016 10:46AM,11.855,859.749,697.022,30.94,1.08,104.679,54.268,70.486,55.107,55.2,51.941
Feb  1 2016 10:47AM,11.861,870.036,706.103,30.914,1.08,170.499,54.607,70.532,55.616,55.708,52.781
Feb  1 2016 10:48AM,11.856,875.003,709.562,31.111,0,0,54.961,70.801,56.147,56.278,53.628
Feb  1 2016 10:49AM,11.863,864.445,704.976,31.286,1.879,200.684,55.247,70.894,56.449,56.757,54.176
Feb  1 2016 10:50AM,11.866,616.115,503.28,31.368,1.879,177.476,55.377,71.071,56.463,56.749,53.944
Feb  1 2016 10:51AM,11.869,887.587,719.933,31.362,1.879,231.049,55.339,70.925,56.595,56.818,53.22
Feb  1 2016 10:52AM,11.866,880.231,714.143,31.337,2.678,0,55.524,70.694,56.664,57.003,53.028
Feb  1 2016 10:53AM,11.856,881.207,715.354,31.21,1.879,220.262,55.786,70.571,56.826,57.111,52.797
Feb  1 2016 10:54AM,11.86,883.865,717.773,31.159,1.879,209.216,55.917,70.779,57.065,57.265,52.065
Feb  1 2016 10:55AM,11.868,885.728,719.59,31.28,1.08,182.529,56.264,71.026,57.343,57.574,52.096
Feb  1 2016 10:56AM,11.856,889.986,722.618,31.362,1.08,0,56.627,71.797,57.675,57.944,51.966
Feb  1 2016 10:57AM,11.866,890.608,723.138,31.48,1.08,174.519,57.05,72.043,57.906,58.191,52.043
Feb  1 2016 10:58AM,11.862,887.504,720.544,31.356,1.879,185.209,57.375,72.136,57.999,58.422,51.935
Feb  1 2016 10:59AM,11.869,883.687,718.379,31.331,2.678,229.253,57.745,72.568,58.269,58.654,51.836
Feb  1 2016 11:00AM,11.863,888.123,721.58,31.106,1.879,160.551,57.807,72.861,58.361,58.747,51.543
Feb  1 2016 11:01AM,11.856,897.432,729.448,31.109,1.08,262.843,57.984,72.715,58.693,59.078,51.613
Feb  1 2016 11:02AM,11.863,906.923,737.32,31.052,2.678,125.524,58.316,72.861,58.886,59.248,51.528
Feb  1 2016 11:03AM,11.855,899.56,732.215,31.027,1.08,224.623,58.755,73.17,59.025,59.371,51.659
Feb  1 2016 11:04AM,11.859,600.326,482.953,31.283,1.879,327.84,58.609,73.262,58.948,59.14,51.444
Feb  1 2016 11:05AM,11.866,912.949,742.678,31.376,1.879,227.85,58.255,72.507,58.647,58.886,50.928
Feb  1 2016 11:06AM,11.86,907.183,738.179,31.455,1.879,235.479,58.077,71.868,58.278,58.663,50.974
Feb  1 2016 11:07AM,11.865,913.308,742.855,31.505,1.879,212.317,57.993,71.614,58.101,58.54,50.697
Feb  1 2016 11:08AM,11.862,916.41,745.447,31.48,1.879,322.639,58.032,71.73,58.109,58.548,50.937
Feb  1 2016 11:09AM,11.869,909.225,740.43,31.534,2.678,354.071,58.24,71.291,58.178,58.841,51.306
Feb  1 2016 11:10AM,11.857,906.123,737.837,31.655,0,348.21,58.502,71.745,58.44,59.18,51.984
Feb  1 2016 11:11AM,11.856,904.706,735.763,31.762,1.08,64.12,58.795,71.984,58.687,59.504,52.462
Feb  1 2016 11:12AM,11.857,907.633,738.358,31.885,0,145.468,58.987,72.369,59.103,59.919,52.547
Feb  1 2016 11:13AM,11.862,904.262,735.849,31.753,3.477,251.768,59.319,72.501,59.404,60.213,52.693
Feb  1 2016 11:14AM,11.856,911.975,742.161,31.401,1.879,207.012,59.504,72.955,59.527,60.298,52.84
Feb  1 2016 11:15AM,11.868,914.46,743.892,31.424,0,104.295,59.835,73.009,59.689,60.567,53.187
Feb  1 2016 11:16AM,11.872,918.804,747.349,31.449,1.08,202.513,60.083,73.418,60.09,60.968,53.226
Feb  1 2016 11:17AM,11.861,923.149,750.117,31.477,1.08,153.19,60.537,74.135,60.553,61.462,53.557
Feb  1 2016 11:18AM,11.862,926.694,753.834,31.75,0,100.817,61.031,74.759,61,61.917,54.097
Feb  1 2016 11:19AM,11.866,930.595,756.687,32.057,0,286.587,61.501,75.399,61.2,62.363,54.498
Feb  1 2016 11:20AM,11.865,933.972,759.633,32.381,1.879,239.554,61.763,75.877,61.447,62.526,55.037
Feb  1 2016 11:21AM,11.857,931.839,757.467,32.254,1.879,213.593,61.732,76.116,61.432,62.433,54.683
Feb  1 2016 11:22AM,11.862,931.128,757.12,32.282,1.08,149.89,61.801,76.277,61.54,62.433,54.467
Feb  1 2016 11:23AM,11.866,936.806,762.398,32.254,1.08,242.639,61.832,76.601,61.886,62.649,54.213
Feb  1 2016 11:24AM,11.867,935.744,761.621,32.229,1.08,130.633,62.048,77.179,62.064,62.742,54.39
Feb  1 2016 11:25AM,11.868,935.651,761.358,32.257,1.879,234.285,62.071,77.657,62.141,62.788,54.429
Feb  1 2016 11:26AM,11.865,935.122,761.014,32.248,1.08,206.841,62.079,78.281,62.28,62.919,54.26
Feb  1 2016 11:27AM,11.86,937.869,762.915,32.049,1.08,357.975,62.187,79.29,62.557,63.197,54.353
Feb  1 2016 11:28AM,11.872,938.762,763.266,31.944,0,0,62.465,81.971,62.727,63.528,54.946
Feb  1 2016 11:29AM,11.859,940.535,764.822,31.947,1.879,239.256,62.603,82.995,62.88,63.589,55.354
Feb  1 2016 11:30AM,11.865,940.71,765.771,32.305,2.678,284.011,62.541,79.821,62.911,63.558,55.407
Feb  1 2016 11:31AM,11.861,913.747,743.11,32.201,2.678,306.6,61.925,71.417,62.65,63.189,54.784
Feb  1 2016 11:32AM,11.858,911.439,741.119,32.122,1.879,160.069,61.34,70.901,62.111,62.542,54.16
Feb  1 2016 11:33AM,11.858,832.775,673.313,31.922,2.678,227.329,60.74,70.193,61.695,62.035,53.283
Feb  1 2016 11:34AM,11.859,932.986,758.587,31.77,1.879,248.138,60.124,69.715,61.295,61.611,52.929
Feb  1 2016 11:35AM,11.868,954.887,776.832,31.944,1.879,245.564,59.985,69.461,61.095,61.388,53.029
Feb  1 2016 11:36AM,11.865,960.213,780.901,31.843,1.879,199.492,59.855,69.724,61.173,61.342,53.222
Feb  1 2016 11:37AM,11.86,962.248,782.973,31.638,1.08,200.82,60.125,70.056,61.358,61.528,53.839
Feb  1 2016 11:38AM,11.867,958.794,780.295,31.744,0,318.648,60.695,70.702,61.758,62.097,54.917
Feb  1 2016 11:39AM,11.867,897.869,730.221,31.944,0,140.441,61.173,70.988,62.082,62.521,55.935
Feb  1 2016 11:40AM,11.865,897.07,729.701,32.169,1.879,212.221,61.551,71.404,62.267,62.714,56.397
Feb  1 2016 11:41AM,11.866,924.561,750.976,32.071,1.08,247.719,61.744,71.766,62.406,62.899,56.767
Feb  1 2016 11:42AM,11.858,940.702,765.592,32.043,0,285.579,62.113,71.882,62.637,63.207,57.183
Feb  1 2016 11:43AM,11.865,949.659,771.559,32.068,0,0,62.537,72.19,62.93,63.547,57.831
Feb  1 2016 11:44AM,11.859,963.231,782.892,32.195,0,0,63.131,72.823,63.347,64.148,58.925
Feb  1 2016 11:45AM,11.861,949.922,771.212,31.865,1.879,0,63.093,72.399,63.232,64.21,59.503
Feb  1 2016 11:46AM,11.864,915.867,744.314,31.488,1.879,0,62.268,71.366,62.099,63.177,59.372
Feb  1 2016 11:47AM,11.869,961.629,781.59,31.387,1.08,0,61.652,71.204,61.452,62.684,59.495
Feb  1 2016 11:48AM,11.87,963.31,782.798,31.632,0,0,61.837,71.929,61.483,62.785,59.98
Feb  1 2016 11:49AM,11.861,963.312,783.145,31.86,0,187.529,62.253,72.607,61.775,63.008,60.527
Feb  1 2016 11:50AM,11.864,966.066,784.36,32.093,0,236.754,62.623,72.884,62.192,63.455,61.067
Feb  1 2016 11:51AM,11.863,969.613,787.3,32.141,1.08,260.186,62.97,73.678,62.561,63.732,61.121
Feb  1 2016 11:52AM,11.861,970.322,787.386,32.138,1.08,193.734,63.339,74.486,62.785,63.886,61.205
Feb  1 2016 11:53AM,11.858,973.866,790.237,32.167,1.879,170.74,63.548,74.895,62.777,63.902,61.483
Feb  1 2016 11:54AM,11.864,975.374,791.967,32.443,0,0,63.887,76.251,62.962,64.087,61.822
Feb  1 2016 11:55AM,11.864,975.906,791.276,32.699,0,3.429,64.41,78.215,63.409,64.48,62.454
Feb  1 2016 11:56AM,11.862,977.237,793.179,32.794,1.879,169.375,64.919,83.808,63.84,64.811,63.132
Feb  1 2016 11:57AM,11.868,976.709,792.923,32.851,1.08,0,65.111,83.184,64.164,64.98,62.993
Feb  1 2016 11:58AM,11.869,981.05,796.292,32.623,0,0,65.127,82.653,64.133,65.011,62.916
Feb  1 2016 11:59AM,11.864,987.081,800.79,32.744,0,0,65.288,83.885,64.287,65.204,63.131
Feb  1 2016 12:00PM,11.873,990.008,803.039,32.693,0,66.986,65.504,85.141,64.541,65.473,63.17
Feb  1 2016 12:01PM,11.862,979.189,793.352,32.746,1.08,240.217,65.659,80.157,64.611,65.674,63.132
Feb  1 2016 12:02PM,11.862,952.675,772.166,32.744,1.08,238.602,65.613,79.733,64.665,65.636,62.709
Feb  1 2016 12:03PM,11.868,924.827,751.062,32.772,1.879,355.442,65.459,79.102,64.411,65.559,62.331
Feb  1 2016 12:04PM,11.864,935.465,760.918,32.485,1.879,237.156,65.019,78.732,64.01,65.135,61.868
Feb  1 2016 12:05PM,11.87,959.858,778.046,32.44,1.879,0,64.697,78.347,63.641,64.797,61.346
Feb  1 2016 12:06PM,11.864,976.172,791.88,32.544,1.08,185.758,64.627,78.671,63.487,64.65,61.361
Feb  1 2016 12:07PM,11.864,968.722,785.827,32.563,3.477,359.983,64.489,79.372,63.557,64.628,60.899
Feb  1 2016 12:08PM,11.862,970.497,786.951,32.383,1.08,240.38,64.003,79.488,63.148,64.288,60.529
Feb  1 2016 12:09PM,11.871,964.378,781.763,32.583,0,255.139,63.857,79.611,63.172,64.343,60.252
Feb  1 2016 12:10PM,11.864,945.931,767.406,32.535,1.08,334.343,63.796,80.859,62.979,64.227,60.576
Feb  1 2016 12:11PM,11.865,970.409,786.174,32.566,0,207.859,63.95,82.831,63.026,64.304,61.069
Feb  1 2016 12:12PM,11.864,972.449,788.336,32.563,1.879,324.496,63.996,82.685,63.056,64.204,60.807
Feb  1 2016 12:13PM,11.861,980.076,794.044,32.69,1.08,325.955,64.12,80.528,63.149,64.166,60.815
Feb  1 2016 12:14PM,11.865,980.604,793.868,32.921,2.678,110.182,64.081,80.859,63.349,64.305,60.453
Feb  1 2016 12:15PM,11.862,982.729,795.855,32.89,2.678,188.876,63.928,80.397,63.327,64.228,59.945
Feb  1 2016 12:16PM,11.861,980.771,794.638,32.589,2.678,145.928,63.851,80.906,63.35,64.197,59.529
Feb  1 2016 12:17PM,11.864,979.357,793.259,32.437,2.678,220.138,63.704,79.257,63.411,64.074,59.143
Feb  1 2016 12:18PM,11.872,980.601,794.904,32.355,1.08,190.513,63.535,79.635,63.558,64.228,58.797
Feb  1 2016 12:19PM,11.869,986.097,799.226,32.333,1.08,248.967,63.566,80.259,63.758,64.444,58.944
Feb  1 2016 12:20PM,11.867,982.809,796.713,32.355,1.08,172.242,63.712,80.167,63.974,64.521,59.144
Feb  1 2016 12:21PM,11.862,981.215,794.898,32.409,0,0,63.936,80.698,64.151,64.721,59.576
Feb  1 2016 12:22PM,11.868,974.651,789.535,32.507,0,0,64.383,81.107,64.306,64.845,60.361
Feb  1 2016 12:23PM,11.868,969.506,784.604,32.634,0,0,64.899,81.315,64.429,64.891,61.225
Feb  1 2016 12:24PM,11.869,968.711,784.174,32.634,0,190.144,65.045,81.761,64.29,64.814,61.794
Feb  1 2016 12:25PM,11.864,974.747,788.589,32.608,1.879,84.673,65.23,81.808,64.413,65.03,62.256
Feb  1 2016 12:26PM,11.864,976.699,790.493,32.406,0,0,65.261,80.929,64.282,65.106,62.38
Feb  1 2016 12:27PM,11.865,978.031,791.013,32.431,0,37.324,65.592,81.599,64.583,65.43,62.95
Feb  1 2016 12:28PM,11.871,978.649,791.27,32.358,0,0.19,65.531,81.415,64.645,65.569,63.065
Feb  1 2016 12:29PM,11.869,974.307,787.641,32.321,1.879,104.866,65.376,82.246,64.668,65.669,62.88
Feb  1 2016 12:30PM,11.869,962.863,778.471,32.282,1.879,34.773,65.153,81.823,64.429,65.569,62.611
Feb  1 2016 12:31PM,11.868,960.555,778.555,32.394,1.08,43.197,65.03,80.999,64.259,65.338,62.626
Feb  1 2016 12:32PM,11.865,960.997,778.208,32.51,0,334.528,65.068,82.008,64.213,65.23,62.657
Feb  1 2016 12:33PM,11.865,972.966,787.546,32.704,0,138.025,65.138,81.084,64.275,65.2,63.042
Feb  1 2016 12:34PM,11.873,981.483,793.775,32.96,0,300.132,65.501,81.408,64.522,65.431,63.428
Feb  1 2016 12:35PM,11.87,979.184,790.753,33.036,1.08,0,65.785,81.685,64.568,65.631,63.752
Feb  1 2016 12:36PM,11.873,977.593,789.201,33.112,1.08,0,66.109,83.734,64.784,65.77,64.06
Feb  1 2016 12:37PM,11.864,976.085,788.077,33.315,1.08,224.891,66.294,83.418,64.938,66.078,64.253
Feb  1 2016 12:38PM,11.87,981.841,792.654,33.262,1.08,0,66.387,84.197,64.815,65.94,64.345
Feb  1 2016 12:39PM,11.871,983.44,793.693,33.112,3.477,0,66.194,83.726,64.499,65.701,64.229
Feb  1 2016 12:40PM,11.864,985.037,795.251,32.78,1.879,0,65.939,83.195,63.905,64.938,63.975
Feb  1 2016 12:41PM,11.873,980.073,791.361,32.856,3.477,0,65.616,82.987,63.551,64.561,63.744
Feb  1 2016 12:42PM,11.874,977.235,790.583,32.4,1.879,0,65.17,82.987,63.067,64.076,63.552
Feb  1 2016 12:43PM,11.862,971.201,784.007,32.245,2.678,0,65.046,82.34,62.82,63.829,63.475
Feb  1 2016 12:44PM,11.876,969.429,783.143,32.445,1.08,0,65.1,82.548,62.689,63.598,63.506
Feb  1 2016 12:45PM,11.866,972.099,784.967,32.428,1.08,337.962,64.985,82.557,62.32,63.168,63.345
Feb  1 2016 12:46PM,11.864,967.482,781.157,32.527,1.879,0,64.847,83.905,62.197,62.86,63.268
Feb  1 2016 12:47PM,11.864,954.619,771.122,32.501,2.678,0,64.539,84.275,61.835,62.613,63.006
Feb  1 2016 12:48PM,11.866,959.493,774.665,32.521,3.477,0,64.139,82.965,61.296,62.213,62.799
Feb  1 2016 12:49PM,11.876,957.808,773.973,32.296,2.678,0,63.946,83.99,61.034,61.982,62.475
Feb  1 2016 12:50PM,11.872,969.072,783.661,32.476,1.08,0,63.73,83.589,60.888,61.874,62.367
Feb  1 2016 12:51PM,11.869,973.681,785.734,32.631,1.879,0,63.769,89.49,61.072,62.12,62.644
Feb  1 2016 12:52PM,11.873,973.143,785.556,32.828,0,0,63.738,77.064,61.088,62.074,62.698
Feb  1 2016 12:53PM,11.873,974.21,786.25,33.036,0,0,63.962,78.421,61.574,62.352,62.822
Feb  1 2016 12:54PM,11.87,969.242,781.406,33.078,1.879,0,63.954,76.395,61.767,62.683,62.953
Feb  1 2016 12:55PM,11.872,961.263,775.268,33.132,1.879,0,64.2,76.741,61.905,62.675,63.276
Feb  1 2016 12:56PM,11.873,963.039,776.826,33.332,0,0,64.409,76.425,62.044,62.783,63.492
Feb  1 2016 12:57PM,11.867,966.408,779.679,33.23,1.08,0,64.37,75.416,61.874,62.721,63.445
Feb  1 2016 12:58PM,11.873,966.41,778.47,33.053,1.08,320.984,64.231,74.322,61.597,62.529,63.43
Feb  1 2016 12:59PM,11.872,966.678,778.99,33.177,1.08,339.682,64.292,74.299,61.673,62.613,63.26
Feb  1 2016  1:00PM,11.863,961.184,774.065,33.101,1.08,90.39,64.4,74.745,61.966,62.798,63.145
Feb  1 2016  1:01PM,11.868,958.964,771.9,33.259,0,1.981,64.647,75.108,62.367,63.121,62.983
Feb  1 2016  1:02PM,11.861,965.173,775.447,33.436,2.678,0,64.925,75.809,62.575,63.523,62.922
Feb  1 2016  1:03PM,11.87,955.865,769.05,33.154,1.879,0,64.817,75.909,62.259,63.4,62.86
Feb  1 2016  1:04PM,11.863,958.611,771.036,32.853,1.08,0,64.64,75.917,62.013,63.145,62.829
Feb  1 2016  1:05PM,11.875,957.81,770.083,32.749,1.879,0,64.677,76.525,61.781,62.829,62.937
Feb  1 2016  1:06PM,11.874,956.388,769.475,32.727,0,0,64.709,77.688,61.751,62.752,63.291
Feb  1 2016  1:07PM,11.861,953.367,766.356,32.803,1.879,0,64.84,80.547,61.859,62.898,63.599
Feb  1 2016  1:08PM,11.866,952.394,765.407,32.876,1.879,0,64.556,80.909,61.844,62.876,63.431
Feb  1 2016  1:09PM,11.871,951.952,764.63,32.724,0,0,64.263,78.791,61.575,62.568,63.238
Feb  1 2016  1:10PM,11.875,952.486,765.151,32.803,1.879,0,64.055,78.537,61.467,62.476,62.946
Feb  1 2016  1:11PM,11.864,951.956,764.806,32.932,1.08,0,63.825,82.836,61.514,62.554,62.862
Feb  1 2016  1:12PM,11.865,948.853,761.78,32.825,2.678,0,63.77,81.479,61.521,62.615,62.969
Feb  1 2016  1:13PM,11.865,946.194,759.447,32.822,0,178.782,63.778,81.965,61.799,62.846,62.831
Feb  1 2016  1:14PM,11.87,945.482,758.06,32.955,0,0,64.017,81.842,62.199,63.185,62.916
Feb  1 2016  1:15PM,11.863,946.991,759.099,33.078,1.08,0,63.624,83.151,62.022,63.108,62.946
Feb  1 2016  1:16PM,11.863,943.529,755.724,33.059,0,0,63.432,82.489,61.837,62.615,62.977
Feb  1 2016  1:17PM,11.873,944.596,755.38,33.138,1.879,0,63.486,82.081,61.814,62.469,62.993
Feb  1 2016  1:18PM,11.865,943.626,755.644,33.157,1.08,0,63.177,78.237,61.537,62.215,62.785
Feb  1 2016  1:19PM,11.867,937.506,750.368,33.138,1.879,0,63.131,81.426,61.56,62.053,62.746
Feb  1 2016  1:20PM,11.865,933.6,746.992,33.031,1.08,0,63.108,79.638,61.498,61.814,62.754
Feb  1 2016  1:21PM,11.871,934.23,746.653,33.084,1.08,0,62.992,81.533,61.413,61.582,62.707
Feb  1 2016  1:22PM,11.869,937.151,748.898,33.129,0,0,63.03,82.08,61.382,61.521,62.699
Feb  1 2016  1:23PM,11.869,935.995,747.424,33.233,0,0,63.238,80.955,61.505,61.729,62.846
Feb  1 2016  1:24PM,11.867,939.986,751.144,33.332,0,0,63.415,82.341,61.674,62.013,62.691
Feb  1 2016  1:25PM,11.872,940.96,751.142,33.284,1.879,0,63.731,83.359,61.944,62.398,62.791
Feb  1 2016  1:26PM,11.873,938.921,750.019,33.36,0,0,63.923,82.827,62.252,62.652,62.937
Feb  1 2016  1:27PM,11.875,937.152,749.244,33.664,1.08,315.382,63.954,65.61,62.337,62.845,62.953
Feb  1 2016  1:28PM,11.873,933.69,745.436,33.844,1.08,128.993,64.078,65.865,62.614,63.045,62.799
Feb  1 2016  1:29PM,11.873,932.886,744.48,33.87,1.08,174.857,64.062,66.073,62.891,63.246,62.337
Feb  1 2016  1:30PM,11.871,938.213,748.463,33.873,1.879,203.888,64.001,66.319,63.092,63.415,61.759
Feb  1 2016  1:31PM,11.866,941.761,751.577,33.839,1.879,178.381,63.939,66.335,63.03,63.431,61.274
Feb  1 2016  1:32PM,11.873,938.391,748.896,33.664,1.08,181.502,63.692,65.995,62.937,63.4,60.796
Feb  1 2016  1:33PM,11.871,935.199,745.87,33.664,2.678,215.384,63.631,65.911,63.03,63.592,60.449
Feb  1 2016  1:34PM,11.874,937.679,747.424,33.689,1.08,274.571,63.477,65.973,63.076,63.592,60.087
Feb  1 2016  1:35PM,11.87,935.285,744.83,33.689,1.08,0,63.461,65.88,62.968,63.608,59.933
Feb  1 2016  1:36PM,11.874,933.42,744.308,33.842,1.08,164.192,63.4,65.765,62.922,63.616,60.218
Feb  1 2016  1:37PM,11.864,926.685,739.21,33.771,1.08,323.105,63.354,65.618,62.853,63.477,60.211
Feb  1 2016  1:38PM,11.868,922.251,734.627,33.754,1.08,346.63,63.346,65.742,62.861,63.392,59.949
Feb  1 2016  1:39PM,11.866,920.208,732.635,33.844,0,172.448,63.277,65.696,62.815,63.393,59.942
Feb  1 2016  1:40PM,11.872,920.116,732.459,33.718,1.879,214.457,63.161,65.511,62.676,63.285,59.795
Feb  1 2016  1:41PM,11.873,918.161,730.899,33.743,1.08,128.4,63.261,65.672,62.861,63.461,59.964
Feb  1 2016  1:42PM,11.87,917.628,730.552,33.712,1.879,227.117,63.323,65.834,63.161,63.569,59.81
Feb  1 2016  1:43PM,11.865,914.97,728.479,33.506,1.879,247.83,63.384,66.119,63.361,63.646,59.602
Feb  1 2016  1:44PM,11.873,908.76,723.029,33.585,1.08,0,63.492,66.181,63.338,63.677,59.749
Feb  1 2016  1:45PM,11.863,897.583,713.773,33.611,1.879,181.323,63.701,66.381,63.231,63.616,60.288
Feb  1 2016  1:46PM,11.865,882.683,701.145,33.661,0,0,63.763,66.497,63.323,63.701,60.435
Feb  1 2016  1:47PM,11.863,876.12,696.042,33.661,1.08,0,63.693,66.335,63.23,63.67,60.303
Feb  1 2016  1:48PM,11.867,872.749,693.274,33.661,1.08,356.249,63.64,66.205,62.846,63.432,60.374
Feb  1 2016  1:49PM,11.871,864.951,688.175,33.661,0,0,63.555,66.112,62.615,63.401,60.566
Feb  1 2016  1:50PM,11.865,855.371,680.65,33.537,1.879,0,63.485,65.943,62.307,63.185,60.789
Feb  1 2016  1:51PM,11.871,851.556,677.795,33.459,1.08,0,63.139,65.65,61.929,62.954,60.735
Feb  1 2016  1:52PM,11.873,850.672,676.672,33.326,0,0,63.2,65.657,62.045,63.046,60.974
Feb  1 2016  1:53PM,11.871,842.957,669.927,33.332,0,130.997,63.331,65.758,62.06,63.123,61.067
Feb  1 2016  1:54PM,11.875,832.313,660.931,33.459,1.08,172.697,63.354,65.788,62.26,63.139,60.774
Feb  1 2016  1:55PM,11.866,830.719,659.895,33.529,1.08,0,63.277,65.865,62.276,63.077,60.635
Feb  1 2016  1:56PM,11.873,832.229,660.07,33.661,0,0,63.339,65.85,62.029,62.676,60.889
Feb  1 2016  1:57PM,11.867,837.549,665.172,33.712,0,227.151,63.401,65.958,62.183,62.623,61.028
Feb  1 2016  1:58PM,11.868,834.443,661.106,33.811,0,0,63.593,66.213,62.299,62.823,61.129
Feb  1 2016  1:59PM,11.87,831.962,658.945,33.703,0,90.957,63.678,66.22,62.553,63,61.159
Feb  1 2016  2:00PM,11.872,824.514,653.151,33.732,0,0,63.678,66.39,62.677,63.139,61.129
Feb  1 2016  2:01PM,11.864,822.119,650.037,33.858,0,8.15,63.74,66.182,62.615,63.085,61.267
Feb  1 2016  2:02PM,11.872,818.753,647.533,33.858,0,20.108,63.732,65.997,62.608,63.016,61.36
Feb  1 2016  2:03PM,11.867,822.216,648.487,33.909,0,0,63.694,65.658,62.539,63.078,61.453
Feb  1 2016  2:04PM,11.867,822.042,649.182,34.036,0,0,63.718,65.844,62.585,63.202,61.492
Feb  1 2016  2:05PM,11.87,819.196,645.37,34.317,0,29.647,63.894,66.182,62.77,63.463,61.676
Feb  1 2016  2:06PM,11.87,817.334,643.036,34.216,0,0,63.956,66.051,62.701,63.101,61.845
Feb  1 2016  2:07PM,11.868,819.815,644.763,34.312,0,12.124,63.91,66.098,62.616,63.078,61.907
Feb  1 2016  2:08PM,11.863,826.552,649.604,34.182,0,0,63.91,65.982,62.7,63.155,62.184
Feb  1 2016  2:09PM,11.871,815.818,640.607,34.264,0,214.869,63.987,66.121,62.686,63.294,62.185
Feb  1 2016  2:10PM,11.866,823.624,647.7,34.391,0,0,63.895,66.222,62.809,63.333,62.108
Feb  1 2016  2:11PM,11.872,820.433,645.194,34.21,0,0,63.98,66.345,62.879,63.279,62.278
Feb  1 2016  2:12PM,11.868,822.028,645.625,34.41,0,0,64.011,66.507,63.01,63.526,62.494
Feb  1 2016  2:13PM,11.876,829.3,651.938,34.34,1.08,0,63.958,66.446,63.003,63.542,62.563
Feb  1 2016  2:14PM,11.866,828.415,650.383,34.081,0,0,63.541,65.86,62.771,63.333,62.278
Feb  1 2016  2:15PM,11.869,821.762,645.279,33.813,1.879,0,62.972,65.09,62.209,62.771,61.839
Feb  1 2016  2:16PM,11.867,822.026,645.537,33.295,1.08,0,62.062,64.072,61.253,61.723,61.068
Feb  1 2016  2:17PM,11.866,814.223,639.656,33.329,1.879,0,61.677,63.711,60.83,61.346,60.583
Feb  1 2016  2:18PM,11.871,814.317,639.834,33.166,1.879,0,61.122,62.979,60.383,60.907,60.19
Feb  1 2016  2:19PM,11.863,805.364,632.313,33.168,1.08,0,60.721,62.57,60.182,60.76,60.043
Feb  1 2016  2:20PM,11.874,809.088,635.08,33.27,1.08,0,60.875,62.755,60.174,60.967,60.151
Feb  1 2016  2:21PM,11.869,808.382,633.612,33.295,1.08,0,60.691,62.455,60.159,60.845,60.059
